"","Obs","Year","Month","Day","Name","NestName","ID","BandNumber","BandDate","BandDateJul","MeasurementDate","MeasurementDateJulYear","MeasurementDateJul","AgeField","CalcAge","CalcAgeInteger","HatchDate","HatchDateJul","HatchDateJulYear","AllSex","BillNT","TEC","BillWidth","BillDepth","Head","UpperBill","UBillSurface","TotBillSurface","Skull","Tarsus","WingChord","Primary7","TailLength","Weight","Condition","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation"
"418",1502,2008,4,29,"DY","NMUR08","DY NMUR08","775-27254","5/27/2008",148,"5/27/2008",2008148,148,28,26.9,27,"4/29/2008",120,2008120,"F",22.3,"34.4",12.5,12.7,75.4,"12.1","153.67","216.72","41",57.3,180,124,71,392,"0.13",15.65656566,16.16161616,19.32748538,3.686868687,3.484848485,4.385964912,2.032,1.6002,4.826,33,24,113,0,0,5
"419",1530,2008,4,30,"UI","WWCK08","UI WWCK08","775-27245","5/25/2008",146,"5/25/2008",2008146,146,25,25.5,25,"4/30/2008",121,2008121,"F",21.6,"34.5",11.8,12.2,72,"12.9","157.38","207","37.5",57.9,155,99,49,330,"0.12",16.06060606,16.11111111,19.18128655,3.585858586,3.636363636,4.122807018,1.3716,1.6002,4.6482,33,24,113,0,0,5
"420",1491,2008,4,30,"XF","MIMT08","XF MIMT08","775-27248","5/27/2008",148,"5/27/2008",2008148,148,27,26,26,"4/30/2008",121,2008121,"F",21.9,"33.4",13,11.5,75.9,"11.5","132.25","204.575","42.5",58.5,165,109,57,353,"0.12",16.06060606,16.11111111,19.18128655,3.585858586,3.636363636,4.122807018,1.3716,1.6002,4.6482,33,24,113,0,0,5
"421",1490,2008,4,30,"VH","MIMT08","VH MIMT08","775-27246","5/27/2008",148,"5/27/2008",2008148,148,27,26.8,27,"4/30/2008",121,2008121,"F",21.9,"34.8",13.5,12.4,75.6,"12.9","159.96","225.33","40.8",58.8,180,118,72,380,"0.12",16.06060606,16.11111111,19.18128655,3.585858586,3.636363636,4.122807018,1.3716,1.6002,4.6482,33,24,113,0,0,5
"422",1462,2008,5,3,"ZD","BART08","ZD BART08","775-27250","5/27/2008",148,"5/27/2008",2008148,148,24,25.6,26,"5/3/2008",124,2008124,"F",20.3,"33.2",12.4,12.4,70.3,"12.9","159.96","205.84","37.1",57.2,156,101,53,300,"0.12",17.72727273,15.15151515,19.29824561,4.393939394,4.191919192,4.298245614,1.1176,1.8034,4.4958,38,19,119,0,0,5
"423",1506,2008,5,13,"PM","ROTA08","PM ROTA08","775-27263","6/7/2008",159,"6/7/2008",2008159,159,25,26,26,"5/13/2008",134,2008134,"F",21.4,"32",10.6,12.2,73.6,"10.6","129.32","182.4","41.6",57.8,165,108,59,325,"0.12",15.1010101,21.41414141,17.30994152,3.939393939,6.01010101,4.005847953,1.778,0.6858,5.5626,19,81,72,0,7,0
"424",1507,2008,5,13,"QL","ROTA08","QL ROTA08","775-27264","6/7/2008",159,"6/7/2008",2008159,159,25,25.8,26,"5/13/2008",134,2008134,"F",22.4,"34.5",11.9,12,74.2,"12.1","145.2","206.1375","39.7",56.8,164,107,54,312,"0.12",15.1010101,21.41414141,17.30994152,3.939393939,6.01010101,4.005847953,1.778,0.6858,5.5626,19,81,72,0,7,0
"425",1555,2009,4,13,"CY","FOWA09","CY FOWA09","775-27270","5/9/2009",129,"5/9/2009",2009129,129,26,26.5,27,"4/13/2009",103,2009103,"F",22.1,"33.7",12.8,13,76.5,"11.6","150.8","217.365","42.8",60.5,173,115,68,373,"0.12",13.38383838,22.57575758,10.05847953,0.757575758,5.454545455,0.321637427,1.143,1.4732,5.969,10,94,6,0,17,0
"426",1599,2009,4,14,"GU","STAD09","GU STAD09","775-27274","5/9/2009",129,"5/9/2009",2009129,129,25,26.4,26,"4/14/2009",104,2009104,"F",21.9,"32.8",13.3,12.1,74.7,"10.9","131.89","208.28","41.9",60.6,173,111,67,385,"0.12",13.88888889,23.08080808,9.85380117,1.060606061,5.909090909,0.204678363,1.1684,1.4478,5.969,10,94,6,0,17,0
"427",1574,2009,4,15,"JR","MNDY09","JR MNDY09","775-27277","5/10/2009",130,"5/10/2009",2009130,130,25,25.7,26,"4/15/2009",105,2009105,"F",21.5,"33.1",10.9,12,72.1,"11.6","139.2","189.4975","39",56.3,157,98,58,352,"0.13",15.35353535,22.22222222,10.1754386,1.111111111,6.565656566,0.175438596,1.1684,1.9558,5.1816,13,92,6,0,17,0
"428",1576,2009,4,15,"IS","MNDY09","IS MNDY09","775-27276","5/10/2009",130,"5/10/2009",2009130,130,25,26.1,26,"4/15/2009",105,2009105,"F",20.8,"34.2",10,11.1,73.6,"13.4","148.74","180.405","39.4",54.7,161,111,59,344,"0.13",15.35353535,22.22222222,10.1754386,1.111111111,6.565656566,0.175438596,1.1684,1.9558,5.1816,13,92,6,0,17,0
"429",1600,2009,4,15,"EW","STAD09","EW STAD09","775-27272","5/9/2009",129,"5/9/2009",2009129,129,24,26.3,26,"4/15/2009",105,2009105,"F",22.4,"34.1",12.9,11.9,75,"11.7","139.23","211.42","40.9",59.1,167,117,60,384,"0.12",15.35353535,22.22222222,10.1754386,1.111111111,6.565656566,0.175438596,1.1684,1.9558,5.1816,13,92,6,0,17,0
"430",1575,2009,4,17,"KQ","MNDY09","KQ MNDY09","775-27278","5/10/2009",130,"5/10/2009",2009130,130,23,23,23,"4/17/2009",107,2009107,"F",20.7,"32",12.7,12.2,70.3,"11.3","137.86","199.2","38.3",55.6,130,77,33,323,"0.12",18.13131313,19.94949495,10.05847953,3.080808081,6.414141414,-0.438596491,1.1684,2.3876,5.1308,50,68,3,7,10,0
"431",1559,2009,4,18,"MO","HAPA09","MO HAPA09","775-27280","5/13/2009",133,"5/13/2009",2009133,133,25,25.6,26,"4/18/2009",108,2009108,"F",21.5,"33.6",12.1,13.4,73.5,"12.1","162.14","214.2","39.9",56.7,156,103,51,362,"0.13",19.84848485,19.09090909,10.38011696,4.646464646,6.111111111,-0.643274854,1.1684,2.667,3.81,75,56,3,17,0,0
"432",1541,2009,4,18,"NY","CISH09","NY CISH09","1055-11601","5/17/2009",137,"5/17/2009",2009137,137,29,28,28,"4/18/2009",108,2009108,"F",22.9,"32",13,12.3,77.8,"9.1","111.93","202.4","45.8",61.1,194,134,89,411,"0.12",19.84848485,19.09090909,10.38011696,4.646464646,6.111111111,-0.643274854,1.1684,2.667,3.81,75,56,3,17,0,0
"433",1560,2009,4,20,"NN","HAPA09","NN HAPA09","775-27281","5/13/2009",133,"5/13/2009",2009133,133,23,23,23,"4/20/2009",110,2009110,"F",18.9,"30.2",11,11.7,68.5,"11.3","132.21","171.385","38.3",54,129,75,32,282,"0.12",20.50505051,18.03030303,11.5497076,4.747474747,6.616161616,-0.029239766,1.3716,2.4892,3.81,80,56,11,17,0,0
"434",1549,2009,4,20,"C3","ECRI09","C3 ECRI09","1055-11613","5/18/2009",138,"5/18/2009",2009138,138,28,27.2,27,"4/20/2009",110,2009110,"F",22.4,"38.5",13,13.7,82.7,"16.1","220.57","256.9875","44.2",61.5,191,127,75,425,"0.12",20.50505051,18.03030303,11.5497076,4.747474747,6.616161616,-0.029239766,1.3716,2.4892,3.81,80,56,11,17,0,0
"435",1550,2009,4,20,"B2","ECRI09","B2 ECRI09","1055-11612","5/18/2009",138,"5/18/2009",2009138,138,28,27.8,28,"4/20/2009",110,2009110,"F",23.8,"36.1",11.7,13.3,80.8,"12.3","163.59","225.625","44.7",59.5,190,131,85,412,"0.13",20.50505051,18.03030303,11.5497076,4.747474747,6.616161616,-0.029239766,1.3716,2.4892,3.81,80,56,11,17,0,0
"436",1551,2009,4,20,"D4","ECRI09","D4 ECRI09","1055-11614","5/18/2009",138,"5/18/2009",2009138,138,28,27.5,28,"4/20/2009",110,2009110,"F",22.8,"36",12.2,13.7,79.4,"13.2","180.84","233.1","43.4",58.1,189,128,82,398,"0.13",20.50505051,18.03030303,11.5497076,4.747474747,6.616161616,-0.029239766,1.3716,2.4892,3.81,80,56,11,17,0,0
"437",1582,2009,4,21,"QK","NROC09","QK NROC09","775-27284","5/15/2009",135,"5/15/2009",2009135,135,24,25.5,25,"4/21/2009",111,2009111,"F",22,"33.2",12.6,12.1,74,"11.2","135.52","205.01","40.8",55.7,154,97,51,377,"0.13",20.60606061,17.82828283,11.52046784,5.151515152,5.505050505,0.029239766,1.5494,2.3114,4.191,85,49,11,17,0,0
"438",1583,2009,4,21,"SI","NROC09","SI NROC09","775-27286","5/15/2009",135,"5/15/2009",2009135,135,24,25.1,25,"4/21/2009",111,2009111,"F",21,"32",13.1,12.1,71.6,"11","133.1","201.6","39.6",55.5,144,91,45,360,"0.13",20.60606061,17.82828283,11.52046784,5.151515152,5.505050505,0.029239766,1.5494,2.3114,4.191,85,49,11,17,0,0
"439",1585,2009,4,21,"RJ","NROC09","RJ NROC09","775-27285","5/15/2009",135,"5/15/2009",2009135,135,24,25.4,25,"4/21/2009",111,2009111,"F",22,"33.1",11.8,11.1,75.2,"11.1","123.21","189.4975","42.1",52.2,149,95,51,375,"0.14",20.60606061,17.82828283,11.52046784,5.151515152,5.505050505,0.029239766,1.5494,2.3114,4.191,85,49,11,17,0,0
"440",1546,2009,4,21,"WE","DOGS09","WE DOGS09","775-27290","5/16/2009",136,"5/16/2009",2009136,136,25,26.5,27,"4/21/2009",111,2009111,"F",23.2,"33.7",13.8,13.6,80.7,"10.5","142.8","230.845","47",64.5,177,116,67,454,"0.12",20.60606061,17.82828283,11.52046784,5.151515152,5.505050505,0.029239766,1.5494,2.3114,4.191,85,49,11,17,0,0
"441",1548,2009,4,21,"XD","DOGS09","XD DOGS09","775-27291","5/16/2009",136,"5/16/2009",2009136,136,25,26.5,27,"4/21/2009",111,2009111,"F",23.4,"36.1",14.2,13.7,78,"12.7","173.99","251.7975","41.9",60,177,116,67,415,"0.12",20.60606061,17.82828283,11.52046784,5.151515152,5.505050505,0.029239766,1.5494,2.3114,4.191,85,49,11,17,0,0
"442",1563,2009,4,22,"VF","JUDD09","VF JUDD09","775-27289","5/15/2009",135,"5/15/2009",2009135,135,23,23,23,"4/22/2009",112,2009112,"F",21.2,"31",13.3,12.6,73.8,"9.8","123.48","200.725","42.8",59.8,152,92,45,420,"0.13",21.96969697,17.27272727,11.49122807,5.202020202,5.050505051,4.67e-17,2.2352,1.2446,4.6228,92,42,10,17,0,0
"443",1564,2009,4,22,"TH","JUDD09","TH JUDD09","775-27287","5/15/2009",135,"5/15/2009",2009135,135,23,23,23,"4/22/2009",112,2009112,"F",21.9,"33.2",11.8,12.1,75.8,"11.3","136.73","198.37","42.6",57.6,152,93,50,405,"0.13",21.96969697,17.27272727,11.49122807,5.202020202,5.050505051,4.67e-17,2.2352,1.2446,4.6228,92,42,10,17,0,0
"444",1604,2009,4,22,"LA","SWEG09","LA SWEG09","775-27299","5/16/2009",136,"5/16/2009",2009136,136,24,25.2,25,"4/22/2009",112,2009112,"F",19.9,"30.6",14.5,12.3,71.9,"10.7","131.61","205.02","41.3",58,148,93,47,370,"0.12",21.96969697,17.27272727,11.49122807,5.202020202,5.050505051,4.67e-17,2.2352,1.2446,4.6228,92,42,10,17,0,0
"445",1605,2009,4,22,"MZ","SWEG09","MZ SWEG09","775-27300","5/16/2009",136,"5/16/2009",2009136,136,24,25.5,26,"4/22/2009",112,2009112,"F",21.4,"31.7",13.8,12.7,73.3,"10.3","130.81","210.0125","41.6",56.8,152,98,52,343,"0.12",21.96969697,17.27272727,11.49122807,5.202020202,5.050505051,4.67e-17,2.2352,1.2446,4.6228,92,42,10,17,0,0
"446",1567,2009,4,23,"ZM","KAYS09","ZM KAYS09","1055-11610","5/18/2009",138,"5/18/2009",2009138,138,25,25.8,26,"4/23/2009",113,2009113,"F",22,"33.2",13.9,12,76,"11.2","134.4","214.97","42.8",58.9,162,105,57,402,"0.13",21.86868687,17.67676768,11.31578947,5.101010101,5,4.67e-17,1.8034,1.524,3.2512,90,45,10,17,0,0
"447",1607,2009,4,23,"F6","WWCK09","F6 WWCK09","1055-11616","5/18/2009",138,"5/18/2009",2009138,138,25,25.6,26,"4/23/2009",113,2009113,"F",20.7,"31.8",12.3,12.3,72.8,"11.1","136.53","195.57","41",56.6,156,97,55,330,"0.12",21.86868687,17.67676768,11.31578947,5.101010101,5,4.67e-17,1.8034,1.524,3.2512,90,45,10,17,0,0
"448",1568,2009,4,25,"A1","KAYS09","A1 KAYS09","1055-11611","5/18/2009",138,"5/18/2009",2009138,138,23,23,23,"4/25/2009",115,2009115,"F",19.6,"30.3",13.2,11.6,69.5,"10.7","124.12","187.86","39.2",56.2,118,62,22,295,"0.12",23.08080808,18.28282828,12.30994152,5.909090909,5.252525253,-0.292397661,1.4478,1.8034,2.5654,94,52,13,17,0,0
"449",1587,2009,4,25,"M3","ROWA09","M3 ROWA09","1055-11619","5/20/2009",140,"5/20/2009",2009140,140,25,25.3,25,"4/25/2009",115,2009115,"F",22.4,"32.5",11.9,12.2,75.2,"10.1","123.22","195.8125","42.7",60,148,95,48,395,"0.12",23.08080808,18.28282828,12.30994152,5.909090909,5.252525253,-0.292397661,1.4478,1.8034,2.5654,94,52,13,17,0,0
"450",1588,2009,4,25,"N4","ROWA09","N4 ROWA09","1055-11620","5/20/2009",140,"5/20/2009",2009140,140,25,25.6,26,"4/25/2009",115,2009115,"F",21.2,"32.9",11.7,12.8,75.4,"11.7","149.76","201.5125","42.5",58.2,159,102,52,380,"0.12",23.08080808,18.28282828,12.30994152,5.909090909,5.252525253,-0.292397661,1.4478,1.8034,2.5654,94,52,13,17,0,0
"451",1601,2009,4,26,"R8","STEX09","R8 STEX09","1055-11624","5/20/2009",140,"5/20/2009",2009140,140,24,25.3,25,"4/26/2009",116,2009116,"F",21.8,"32.9",12.4,11.8,74.5,"11.1","130.98","199.045","41.6",58.9,149,98,44,342,"0.12",22.22222222,19.19191919,13.30409357,6.565656566,5.151515152,0.409356725,1.9558,3.556,1.6764,92,60,33,17,0,5
"452",1602,2009,4,26,"S9","STEX09","S9 STEX09","1055-11625","5/20/2009",140,"5/20/2009",2009140,140,24,25.3,25,"4/26/2009",116,2009116,"F",22.9,"34.1",12.8,11.2,77.1,"11.2","125.44","204.6","43",58.8,154,100,42,345,"0.12",22.22222222,19.19191919,13.30409357,6.565656566,5.151515152,0.409356725,1.9558,3.556,1.6764,92,60,33,17,0,5
"453",1592,2009,4,30,"U1","SLIM09","U1 SLIM09","1055-11628","5/23/2009",143,"5/23/2009",2009143,143,23,23,23,"4/30/2009",120,2009120,"F",20.7,"31.3",12.1,12,71.5,"10.6","127.2","188.5825","40.2",58.1,135,79,40,392,"0.13",18.63636364,18.83838384,17.19298246,6.717171717,2.525252525,2.192982456,2.4892,2.8194,1.3716,57,44,86,0,0,17
"454",1537,2009,5,2,"W3","BRAN09","W3 BRAN09","1055-11629","5/27/2009",147,"5/27/2009",2009147,147,25,26.2,26,"5/2/2009",122,2009122,"F",21.1,"32.8",13.5,12,74.2,"11.7","140.4","209.1","41.4",57.3,166,114,60,378,"0.13",17.82828283,21.56565657,18.74269006,5.505050505,4.242424242,3.450292398,2.3114,2.8194,2.6162,49,76,100,0,5,17
"455",1569,2009,5,4,"J1","LOCO09","J1 LOCO09","1055-11643","5/30/2009",150,"5/30/2009",2009150,150,26,26.2,26,"5/4/2009",124,2009124,"F",22.3,"35",11.2,13.8,78.7,"12.7","175.26","218.75","43.7",61.6,170,106,66,409,"0.12",17.67676768,22.72727273,19.50292398,5,5.95959596,3.830409357,1.524,3.0988,2.6162,45,102,104,0,8,17
"456",1557,2009,5,7,"E6","HAMU09","E6 HAMU09","1055-11638","5/30/2009",150,"5/30/2009",2009150,150,23,23,23,"5/7/2009",127,2009127,"F",19,"29.3",13.1,11.5,69.6,"10.3","118.45","180.195","40.3",57.7,116,60,20,287,"0.11",19.19191919,22.22222222,19.44444444,5.151515152,5.757575758,5.263157895,3.556,1.905,3.5306,60,96,112,0,8,17
"457",1533,2009,5,23,"K2","BAR209","K2 BAR209","1055-11644","6/15/2009",166,"6/15/2009",2009166,166,23,23,23,"5/23/2009",143,2009143,"F",20.2,"31.4",12.1,11.3,69.2,"11.2","126.56","183.69","37.8",55,139,83,47,307,"0.12",21.21212121,22.22222222,19.73684211,7.424242424,9.494949495,4.970760234,4.4196,3.7592,4.064,91,120,114,5,5,5
"458",1611,2010,4,10,"D6","SWAH10","D6 SWAH10","1055-11674","5/8/2010",128,"5/8/2010",2010128,128,28,27.2,27,"4/10/2010",100,2010100,"F",25.2,"38",14.4,14.3,80.6,"12.8","183.04","272.65","42.6",61.4,185,122,79,437,"0.12",13.98989899,14.6969697,15.29239766,0.606060606,2.02020202,1.549707602,1.2954,3.3782,7.112,12,18,84,0,0,6
"459",1618,2010,4,12,"N6","FOWA10","N6 FOWA10","1055-11684","5/9/2010",129,"5/9/2010",2010129,129,27,26.5,26,"4/12/2010",102,2010102,"F",20.8,"34",11.7,11.4,73.9,"13.2","150.48","196.35","39.9",57.1,177,116,66,340,"0.12",15.4040404,16.51515152,16.02339181,0.757575758,4.696969697,1.461988304,1.2954,3.429,5.0038,14,62,84,0,16,6
"460",1621,2010,4,12,"R0","MMUR10","R0 MMUR10","1055-11687","5/9/2010",129,"5/9/2010",2010129,129,27,27.4,27,"4/12/2010",102,2010102,"F",22.9,"34.5",12.6,13.7,76.5,"11.6","158.92","226.8375","42",57.7,181,121,84,410,"0.13",15.4040404,16.51515152,16.02339181,0.757575758,4.696969697,1.461988304,1.2954,3.429,5.0038,14,62,84,0,16,6
"461",1614,2010,4,14,"J2","CARD10","J2 CARD10","1055-11680","5/9/2010",129,"5/9/2010",2010129,129,25,25.6,26,"4/14/2010",104,2010104,"F",21.9,"33.8",14.2,13.3,76.1,"11.9","158.27","232.375","42.3",60.8,158,97,55,450,"0.13",15.05050505,18.28282828,16.08187135,0.303030303,6.414141414,1.812865497,1.2954,3.683,3.8608,14,77,84,0,16,6
"462",1632,2010,4,14,"B6 ","TARY10","B6  TARY10","1055-12703","5/13/2010",133,"5/13/2010",2010133,133,29,27.8,28,"4/14/2010",104,2010104,"F",23.2,"35.5",14.5,12.4,78.6,"12.3","152.52","238.7375","43.1",58.8,189,126,89,369,"0.12",15.05050505,18.28282828,16.08187135,0.303030303,6.414141414,1.812865497,1.2954,3.683,3.8608,14,77,84,0,16,6
"463",1625,2010,4,15,"U3","WKEN10","U3 WKEN10","1055-11691","5/10/2010",130,"5/10/2010",2010130,130,25,25.5,25,"4/15/2010",105,2010105,"F",21.8,"32.5",12.5,11.7,73.1,"10.7","125.19","196.625","40.6",56.3,156,102,47,328,"0.12",15.45454545,18.93939394,16.98830409,0.757575758,7.373737374,2.368421053,1.7272,4.826,3.8608,15,93,84,0,18,6
"464",1624,2010,4,15,"T2","WKEN10","T2 WKEN10","1055-11690","5/10/2010",130,"5/10/2010",2010130,130,25,26.3,26,"4/15/2010",105,2010105,"F",21.3,"29.9",11.6,12.6,74.4,"8.6","108.36","180.895","44.5",60.2,169,113,63,355,"0.12",15.45454545,18.93939394,16.98830409,0.757575758,7.373737374,2.368421053,1.7272,4.826,3.8608,15,93,84,0,18,6
"465",1626,2010,4,15,"V4","WKEN10","V4 WKEN10","1055-11693","5/10/2010",130,"5/10/2010",2010130,130,25,26,26,"4/15/2010",105,2010105,"F",22.8,"33.6",12,12.1,76.5,"10.8","130.68","202.44","42.9",59.5,166,110,56,363,"0.12",15.45454545,18.93939394,16.98830409,0.757575758,7.373737374,2.368421053,1.7272,4.826,3.8608,15,93,84,0,18,6
"466",1623,2010,4,16,"B-OSW","HORC10","B-OSW HORC10","1055-11689","5/10/2010",130,"5/10/2010",2010130,130,24,24.2,24,"4/16/2010",106,2010106,"F",18.7,"27.2",11.1,10.6,66.7,"8.5","90.1","147.56","39.5",49.5,120,66,23,212,"0.12",14.94949495,19.6969697,17.57309942,1.464646465,6.767676768,2.98245614,2.8194,3.7338,3.8608,15,94,87,0,18,6
"467",1630,2010,4,16,"Z2","SANC10","Z2 SANC10","1055-11696","5/11/2010",131,"5/11/2010",2010131,131,25,25.5,25,"4/16/2010",106,2010106,"F",23.5,"34.3",12.7,12.9,75.9,"10.8","139.32","219.52","41.6",59.7,158,100,49,390,"0.12",14.94949495,19.6969697,17.57309942,1.464646465,6.767676768,2.98245614,2.8194,3.7338,3.8608,15,94,87,0,18,6
"468",1635,2010,4,20,"G1","BIRN10","G1 BIRN10","1055-12708","5/15/2010",135,"5/15/2010",2010135,135,25,26,26,"4/20/2010",110,2010110,"F",20.3,"32.5",12.7,12.3,72.4,"12.2","150.06","203.125","39.9",56.8,165,112,55,324,"0.12",13.63636364,20.1010101,18.68421053,1.01010101,6.565656566,3.011695906,3.3782,2.8956,2.3876,5,96,96,0,18,6
"469",1636,2010,4,20,"I3","STEX10","I3 STEX10","1055-12709","5/15/2010",135,"5/15/2010",2010135,135,25,25.6,26,"4/20/2010",110,2010110,"F",22,"34.4",15.1,14,75.1,"12.4","173.6","250.26","40.7",59.8,159,100,55,407,"0.12",13.63636364,20.1010101,18.68421053,1.01010101,6.565656566,3.011695906,3.3782,2.8956,2.3876,5,96,96,0,18,6
"470",1642,2010,4,20,"L6","SIL:I10","L6 SIL:I10","1055-12714","5/16/2010",136,"5/16/2010",2010136,136,26,26.3,26,"4/20/2010",110,2010110,"F",19.3,"34.4",13.6,12.6,74.2,"15.1","190.26","225.32","39.8",58.6,176,113,65,353,"",13.63636364,20.1010101,18.68421053,1.01010101,6.565656566,3.011695906,3.3782,2.8956,2.3876,5,96,96,0,18,6
"471",1643,2010,4,20,"M7","SILI10","M7 SILI10","1055-12715","5/16/2010",136,"5/16/2010",2010136,136,26,25.9,26,"4/20/2010",110,2010110,"F",22.3,"37.2",13.4,13.2,75.8,"14.9","196.68","247.38","38.6",59,168,106,57,370,"",13.63636364,20.1010101,18.68421053,1.01010101,6.565656566,3.011695906,3.3782,2.8956,2.3876,5,96,96,0,18,6
"472",1645,2010,4,20,"O9","LUCE10","O9 LUCE10","1055-12717","5/16/2010",136,"5/16/2010",2010136,136,26,26.5,26,"4/20/2010",110,2010110,"F",22.3,"31.7",12.7,11.7,74.8,"9.4","109.98","193.37","43.1",56.8,170,117,65,345,"",13.63636364,20.1010101,18.68421053,1.01010101,6.565656566,3.011695906,3.3782,2.8956,2.3876,5,96,96,0,18,6
"473",1646,2010,4,20,"P0","LUCE10","P0 LUCE10","1055-12718","5/16/2010",136,"5/16/2010",2010136,136,26,26.5,26,"4/20/2010",110,2010110,"F",21.6,"34.1",12.8,12.7,74,"12.5","158.75","217.3875","39.9",56.7,179,119,63,353,"",13.63636364,20.1010101,18.68421053,1.01010101,6.565656566,3.011695906,3.3782,2.8956,2.3876,5,96,96,0,18,6
"474",1644,2010,4,21,"N8","SILI10","N8 SILI10","1055-12716","5/16/2010",136,"5/16/2010",2010136,136,25,25.2,25,"4/21/2010",111,2010111,"F",21.1,"33.7",13.5,12.2,72.5,"12.6","153.72","216.5225","38.8",55.6,150,94,43,313,"",14.6969697,18.83838384,18.33333333,2.02020202,5.909090909,3.011695906,3.3782,4.6736,2.3876,18,83,91,0,18,6
"475",1652,2010,4,21,"U5","YBAR10","U5 YBAR10","1055-12723","5/19/2010",139,"5/19/2010",2010139,139,28,28.4,28,"4/21/2010",111,2010111,"F",23.4,"36.4",12.5,13.4,79.5,"13","174.2","235.69","43.1",61.8,198,137,93,420,"",14.6969697,18.83838384,18.33333333,2.02020202,5.909090909,3.011695906,3.3782,4.6736,2.3876,18,83,91,0,18,6
"476",1648,2010,4,23,"Q1","THOM10","Q1 THOM10","1055-12719","5/19/2010",139,"5/19/2010",2010139,139,26,25.9,26,"4/23/2010",113,2010113,"F",23.4,"33.9",13.7,12.7,76.4,"10.5","133.35","223.74","42.5",59.1,160,105,60,366,"",16.51515152,15.80808081,16.98830409,4.696969697,3.282828283,1.929824561,3.429,5.4102,2.3876,62,37,59,16,2,0
"477",1650,2010,4,23,"S3","THOM10","S3 THOM10","1055-12721","5/19/2010",139,"5/19/2010",2010139,139,26,26.2,26,"4/23/2010",113,2010113,"F",22.9,"34.8",11.8,13.1,75.2,"11.9","155.89","216.63","40.4",56.1,166,114,59,365,"",16.51515152,15.80808081,16.98830409,4.696969697,3.282828283,1.929824561,3.429,5.4102,2.3876,62,37,59,16,2,0
"478",1665,2010,4,25,"P9","YETH10","P9 YETH10","1055-12736","5/21/2010",141,"5/21/2010",2010141,141,23,23,23,"4/25/2010",115,2010115,"F",22.3,"34.5",12.9,12.1,75.9,"12.2","147.62","215.625","41.4",57.6,155,98,53,353,"",18.28282828,15.80808081,16.40350877,6.414141414,3.98989899,1.374269006,3.683,5.1562,2.8194,77,45,49,16,3,0
"479",1657,2010,4,25,"Z4","EQUI10","Z4 EQUI10","1055-12728","5/20/2010",140,"5/20/2010",2010140,140,25,24.9,25,"4/25/2010",115,2010115,"F",20.4,"30.5",10.7,12.2,73.1,"10.1","123.22","174.6125","42.6",58.7,150,89,35,315,"",18.28282828,15.80808081,16.40350877,6.414141414,3.98989899,1.374269006,3.683,5.1562,2.8194,77,45,49,16,3,0
"480",1659,2010,4,25,"B5","ECLO10","B5 ECLO10","1055-12730","5/21/2010",141,"5/21/2010",2010141,141,26,25.7,26,"4/25/2010",115,2010115,"F",23.3,"32.5",13.5,13,77.5,"9.2","119.6","215.3125","45",59.1,170,104,54,382,"",18.28282828,15.80808081,16.40350877,6.414141414,3.98989899,1.374269006,3.683,5.1562,2.8194,77,45,49,16,3,0
"481",1669,2010,4,27,"T3","ROTA10","T3 ROTA10","1055-12740","5/22/2010",142,"5/22/2010",2010142,142,24,24.8,25,"4/27/2010",117,2010117,"F",18.7,"32.1",12.4,12.5,69.5,"13.4","167.5","199.8225","37.4",58.2,137,85,38,350,"",19.6969697,15.35353535,14.85380117,6.767676768,3.585858586,1.081871345,3.7338,3.5814,5.334,94,36,25,18,1,0
"482",1638,2010,4,30,"Y2","LOCO10","Y2 LOCO10","1055-12711","5/25/2010",145,"5/25/2010",2010145,145,25,26.4,26,"4/30/2010",120,2010120,"F",22.9,"34.8",13.2,12,77,"11.9","142.8","219.24","42.2",61.4,166,110,68,352,"0.11",20.65656566,17.12121212,14.18128655,7.222222222,5.505050505,0.877192982,2.8956,3.1242,4.6736,98,56,17,18,1,0
"483",1672,2010,4,30,"F9","YFER10","F9 YFER10","1055-12743","5/28/2010",148,"5/28/2010",2010148,148,28,28.5,28,"4/30/2010",120,2010120,"F",23.5,"36.8",11.2,13,78.1,"13.3","172.9","222.64","41.3",59.9,203,145,89,358,"",20.65656566,17.12121212,14.18128655,7.222222222,5.505050505,0.877192982,2.8956,3.1242,4.6736,98,56,17,18,1,0
"484",1676,2010,5,3,"J3","SVPK10","J3 SVPK10","1055-12747","5/31/2010",151,"5/31/2010",2010151,151,28,27.7,28,"5/3/2010",123,2010123,"F",25.4,"37.9",13,13.5,81.7,"12.5","168.75","251.0875","43.8",59.6,192,136,80,372,"",16.86868687,21.51515152,16.25730994,4.545454545,9.242424242,3.362573099,4.6736,1.3208,4.7244,60,110,76,10,10,16
"485",1679,2010,5,8,"L5","BUR210","L5 BUR210","1055-12750","6/2/2010",153,"6/2/2010",2010153,153,25,24.8,25,"5/8/2010",128,2010128,"F",21,"30.9",11.1,11.7,73.4,"9.9","115.83","176.13","42.5",56.5,145,89,33,270,"",15.35353535,25.55555556,17.74853801,3.585858586,12.02020202,4.649122807,3.5814,0.6096,6.1722,36,177,101,1,33,18
