Date,Obs,Year,Month,Day,Julian, MaxTemp, MinTemp, AtObsTemp, Precip, Snowfall, SnowDepth, HDD, CDD, GDD
2/26/2013,8458,2013,2,26,57,36,19,22,0,0,0,37,0,0
2/27/2013,8459,2013,2,27,58,41,22,34,0.76,0.9,1,33,0,0
2/28/2013,8460,2013,2,28,59,36,32,33,0.67,0.5,2,31,0,0
3/1/2013,8461,2013,3,1,60,38,30,30,0.1,0.6,3,31,0,0
3/2/2013,8462,2013,3,2,61,32,22,22,0.07,1.2,4,38,0,0
3/3/2013,8463,2013,3,3,62,24,20,20,0.11,2.6,6,43,0,0
3/4/2013,8464,2013,3,4,63,24,20,20,0.02,1.1,6,43,0,0
3/5/2013,8465,2013,3,5,64,28,20,23,0,0,5,41,0,0
3/6/2013,8466,2013,3,6,65,33,15,28,0,0,4,41,0,0
3/7/2013,8467,2013,3,7,66,38,28,32,0,0,3,32,0,0
3/8/2013,8468,2013,3,8,67,37,25,26,0.08,0.9,3,34,0,0
3/9/2013,8469,2013,3,9,68,35,15,26,0,0,3,40,0,0
3/10/2013,8470,2013,3,10,69,45,25,41,0,0,2,30,0,0
3/11/2013,8471,2013,3,11,70,55,41,45,0,0,0,17,0,0
3/12/2013,8472,2013,3,12,71,53,45,50,0.01,0,0,16,0,0
3/13/2013,8473,2013,3,13,72,51,30,32,0.37,0,0,24,0,0
3/14/2013,8474,2013,3,14,73,39,18,18, T, T, T,36,0,0
3/15/2013,8475,2013,3,15,74,32,18,22,0,0,0,40,0,0
3/16/2013,8476,2013,3,16,75,34,22,25,0.03,0.1, T,37,0,0
3/17/2013,8477,2013,3,17,76,30,12,19, T, T, T,44,0,0
3/18/2013,8478,2013,3,18,77,31,12,17, T, T,0,43,0,0
3/19/2013,8479,2013,3,19,78,33,15,32,0.14,1.5,2,41,0,0
3/20/2013,8480,2013,3,20,79,43,22,23,0.07,0.5,1,32,0,0
3/21/2013,8481,2013,3,21,80,34,15,15,0,0, T,40,0,0
3/22/2013,8482,2013,3,22,81,30,14,23, T,0.2, T,43,0,0
3/23/2013,8483,2013,3,23,82,31,23,28, T, T, T,38,0,0
3/24/2013,8484,2013,3,24,83,36,23,25, T,0,0,35,0,0
3/25/2013,8485,2013,3,25,84,40,25,31,0,0,0,32,0,0
3/26/2013,8486,2013,3,26,85,41,31,31,0,0,0,29,0,0
3/27/2013,8487,2013,3,27,86,45,25,29,0.02,0.2, T,30,0,0
3/28/2013,8488,2013,3,28,87,46,28,31,0.11,0.8,1,28,0,0
3/29/2013,8489,2013,3,29,88,41,31,34,0.01,0,0,29,0,0
3/30/2013,8490,2013,3,30,89,46,22,26,0,0,0,31,0,0
3/31/2013,8491,2013,3,31,90,51,26,38,0,0,0,26,0,0
4/1/2013,8492,2013,4,1,91,52,37,42,0.44,0,0,20,0,0
4/2/2013,8493,2013,4,2,92,42,22,23, T, T, T,33,0,0
4/3/2013,8494,2013,4,3,93,35,22,25,0,0,0,36,0,0
4/4/2013,8495,2013,4,4,94,34,17,22,0,0,0,39,0,0
4/5/2013,8496,2013,4,5,95,53,22,31,0,0,0,27,0,0
4/6/2013,8497,2013,4,6,96,47,23,28,0,0,0,30,0,0
4/7/2013,8498,2013,4,7,97,47,28,44,0,0,0,27,0,0
4/8/2013,8499,2013,4,8,98,65,38,40,0,0,0,13,0,2
4/9/2013,8500,2013,4,9,99,65,40,48, T,0,0,12,0,3
4/10/2013,8501,2013,4,10,100,65,45,45,0.31,0,0,10,0,5
4/11/2013,8502,2013,4,11,101,51,37,38,0.4,0,0,21,0,0
4/12/2013,8503,2013,4,12,102,41,35,40,0.04,0,0,27,0,0
4/13/2013,8504,2013,4,13,103,46,34,39,0.36,0,0,25,0,0
4/14/2013,8505,2013,4,14,104,47,35,36,0.07,0,0,24,0,0
4/15/2013,8506,2013,4,15,105,47,30,43,0,0,0,26,0,0
4/16/2013,8507,2013,4,16,106,67,43,54,0,0,0,10,0,5
4/17/2013,8508,2013,4,17,107,62,35,40,0.42,0,0,16,0,0
4/18/2013,8509,2013,4,18,108,55,35,54,0,0,0,20,0,0
4/19/2013,8510,2013,4,19,109,64,54,63,0,0,0,6,0,9
4/20/2013,8511,2013,4,20,110,72,39,40,0.62,0,0,9,0,6
4/21/2013,8512,2013,4,21,111,46,29,31, T, T,0,27,0,0
4/22/2013,8513,2013,4,22,112,45,27,36,0,0,0,29,0,0
4/23/2013,8514,2013,4,23,113,57,33,38,0,0,0,20,0,0
4/24/2013,8515,2013,4,24,114,58,37,46,0,0,0,17,0,0
4/25/2013,8516,2013,4,25,115,67,36,38,0.24,0,0,13,0,2
4/26/2013,8517,2013,4,26,116,58,33,43,0.02,0,0,19,0,0
4/27/2013,8518,2013,4,27,117,53,30,40,0,0,0,23,0,0
4/28/2013,8519,2013,4,28,118,67,37,54,0,0,0,13,0,2
4/29/2013,8520,2013,4,29,119,69,49,50,0.09,0,0,6,0,9
4/30/2013,8521,2013,4,30,120,56,50,53, T,0,0,12,0,3
5/1/2013,8522,2013,5,1,121,64,43,54, T,0,0,11,0,4
5/2/2013,8523,2013,5,2,122,74,42,53,0,0,0,7,0,8
5/3/2013,8524,2013,5,3,123,76,48,59,0,0,0,3,0,12
5/4/2013,8525,2013,5,4,124,72,39,50,0,0,0,9,0,6
5/5/2013,8526,2013,5,5,125,73,47,56,0,0,0,5,0,10
5/6/2013,8527,2013,5,6,126,75,39,50,0,0,0,8,0,7
5/7/2013,8528,2013,5,7,127,74,46,55,0,0,0,5,0,10
5/8/2013,8529,2013,5,8,128,76,55,61,0,0,0,0,1,16
5/9/2013,8530,2013,5,9,129,66,49,53,0.13,0,0,7,0,8
5/10/2013,8531,2013,5,10,130,69,45,53, T,0,0,8,0,7
5/11/2013,8532,2013,5,11,131,71,53,60,0.38,0,0,3,0,12
5/12/2013,8533,2013,5,12,132,64,44,46,0.02,0,0,11,0,4
5/13/2013,8534,2013,5,13,133,53,37,38,0,0,0,20,0,0
5/14/2013,8535,2013,5,14,134,47,26,35, T,0,0,28,0,0
5/15/2013,8536,2013,5,15,135,55,35,49,0,0,0,20,0,0
5/16/2013,8537,2013,5,16,136,80,47,59,0.02,0,0,1,0,14
5/17/2013,8538,2013,5,17,137,76,36,48,0,0,0,9,0,6
5/18/2013,8539,2013,5,18,138,63,35,45,0,0,0,16,0,0
5/19/2013,8540,2013,5,19,139,68,45,56,0,0,0,8,0,7
5/20/2013,8541,2013,5,20,140,66,56,62,0,0,0,4,0,11
5/21/2013,8542,2013,5,21,141,82,62,69,0,0,0,0,7,22
5/22/2013,8543,2013,5,22,142,88,62,67,0.36,0,0,0,10,25
5/23/2013,8544,2013,5,23,143,87,64,65,0.1,0,0,0,11,26
5/24/2013,8545,2013,5,24,144,76,40,40,0.44,0,0,7,0,8
5/25/2013,8546,2013,5,25,145,43,38,42,0.15,0,0,24,0,0
5/26/2013,8547,2013,5,26,146,53,37,47,0,0,0,20,0,0
5/27/2013,8548,2013,5,27,147,59,33,48,0,0,0,19,0,0
5/28/2013,8549,2013,5,28,148,68,45,53,0,0,0,8,0,7
5/29/2013,8550,2013,5,29,149,62,51,62,0.59,0,0,8,0,7
5/30/2013,8551,2013,5,30,150,83,62,71,0.13,0,0,0,8,23
5/31/2013,8552,2013,5,31,151,86,60,69,0,0,0,0,8,23
6/1/2013,8553,2013,6,1,152,90,61,74,0,0,0,0,11,26
6/2/2013,8554,2013,6,2,153,87,70,74,0,0,0,0,14,29
6/3/2013,8555,2013,6,3,154,80,53,54,0.04,0,0,0,2,17
6/4/2013,8556,2013,6,4,155,64,39,49,0,0,0,13,0,2
6/5/2013,8557,2013,6,5,156,66,37,46,0,0,0,13,0,2
6/6/2013,8558,2013,6,6,157,72,46,56,0.04,0,0,6,0,9
6/7/2013,8559,2013,6,7,158,59,54,59,0.64,0,0,8,0,7
6/8/2013,8560,2013,6,8,159,62,55,55,0.32,0,0,6,0,9
6/9/2013,8561,2013,6,9,160,66,48,52,0.02,0,0,8,0,7
6/10/2013,8562,2013,6,10,161,73,52,63,0,0,0,2,0,13
6/11/2013,8563,2013,6,11,162,65,60,64,0.21,0,0,2,0,13
6/12/2013,8564,2013,6,12,163,65,55,56,0.29,0,0,5,0,10
6/13/2013,8565,2013,6,13,164,71,54,60,0.01,0,0,2,0,13
6/14/2013,8566,2013,6,14,165,61,53,54,0.21,0,0,8,0,7
6/15/2013,8567,2013,6,15,166,69,46,52,0,0,0,7,0,8
6/16/2013,8568,2013,6,16,167,73,51,60,0,0,0,3,0,12
6/17/2013,8569,2013,6,17,168,71,55,64,0.01,0,0,2,0,13
6/18/2013,8570,2013,6,18,169,80,54,59,0.14,0,0,0,2,17
6/19/2013,8571,2013,6,19,170,67,41,50,0,0,0,11,0,4
6/20/2013,8572,2013,6,20,171,67,42,52,0,0,0,10,0,5
6/21/2013,8573,2013,6,21,172,79,51,62,0,0,0,0,0,15
6/22/2013,8574,2013,6,22,173,83,61,66,0,0,0,0,7,22
6/23/2013,8575,2013,6,23,174,86,66,75,0,0,0,0,11,26
6/24/2013,8576,2013,6,24,175,90,66,71,0.81,0,0,0,13,28
6/25/2013,8577,2013,6,25,176,85,63,71,0.06,0,0,0,9,24
6/26/2013,8578,2013,6,26,177,83,65,72,0.03,0,0,0,9,24
6/27/2013,8579,2013,6,27,178,82,60,65,0,0,0,0,6,21
6/28/2013,8580,2013,6,28,179,80,64,64,0.57,0,0,0,7,22
6/29/2013,8581,2013,6,29,180,70,62,64,0.16,0,0,0,1,16
6/30/2013,8582,2013,6,30,181,74,57,64,0.56,0,0,0,1,16
7/1/2013,8583,2013,7,1,182,81,63,65,0.01,0,0,0,7,22
7/2/2013,8584,2013,7,2,183,68,62,66,1.7,0,0,0,0,15
7/3/2013,8585,2013,7,3,184,84,66,72,0.26,0,0,0,10,25
7/4/2013,8586,2013,7,4,185,85,71,77,0,0,0,0,13,28
7/5/2013,8587,2013,7,5,186,86,70,77,0,0,0,0,13,28
7/6/2013,8588,2013,7,6,187,87,68,72,0.01,0,0,0,13,28
7/7/2013,8589,2013,7,7,188,84,71,73,0.03,0,0,0,13,28
7/8/2013,8590,2013,7,8,189,86,67,69,0.04,0,0,0,12,27
7/9/2013,8591,2013,7,9,190,83,64,68,0.06,0,0,0,9,24
7/10/2013,8592,2013,7,10,191,83,68,73,0.09,0,0,0,11,26
7/11/2013,8593,2013,7,11,192,84,65,66,0.13,0,0,0,10,25
7/12/2013,8594,2013,7,12,193,75,57,61,0,0,0,0,1,16
7/13/2013,8595,2013,7,13,194,76,61,66,0.02,0,0,0,4,19
7/14/2013,8596,2013,7,14,195,77,66,75,0,0,0,0,7,22
7/15/2013,8597,2013,7,15,196,88,68,71,0,0,0,0,13,28
7/16/2013,8598,2013,7,16,197,87,61,72,0,0,0,0,9,24
7/17/2013,8599,2013,7,17,198,87,63,68,0,0,0,0,10,25
7/18/2013,8600,2013,7,18,199,92,68,82,0,0,0,0,15,30
7/19/2013,8601,2013,7,19,200,90,68,71,0.45,0,0,0,14,29
7/20/2013,8602,2013,7,20,201,91,67,74,0.12,0,0,0,14,29
7/21/2013,8603,2013,7,21,202,79,58,64,0.01,0,0,0,4,19
7/22/2013,8604,2013,7,22,203,79,59,60,0.57,0,0,0,4,19
7/23/2013,8605,2013,7,23,204,82,60,67,2.36,0,0,0,6,21
7/24/2013,8606,2013,7,24,205,82,61,63,0.01,0,0,0,7,22
7/25/2013,8607,2013,7,25,206,65,44,49,0,0,0,10,0,5
7/26/2013,8608,2013,7,26,207,72,46,53,0,0,0,6,0,9
7/27/2013,8609,2013,7,27,208,76,53,64,0,0,0,0,0,15
7/28/2013,8610,2013,7,28,209,78,64,68,0.24,0,0,0,6,21
7/29/2013,8611,2013,7,29,210,76,54,57,0.84,0,0,0,0,15
7/30/2013,8612,2013,7,30,211,72,50,60,0,0,0,4,0,11
7/31/2013,8613,2013,7,31,212,73,51,55,0,0,0,3,0,12
8/1/2013,8614,2013,8,1,213,78,55,65, T,0,0,0,2,17
8/2/2013,8615,2013,8,2,214,77,55,63,0.01,0,0,0,1,16
8/3/2013,8616,2013,8,3,215,74,60,63,0.55,0,0,0,2,17
8/4/2013,8617,2013,8,4,216,75,53,60,0,0,0,1,0,14
8/5/2013,8618,2013,8,5,217,70,47,54, T,0,0,6,0,9
8/6/2013,8619,2013,8,6,218,71,48,56,0,0,0,5,0,10
8/7/2013,8620,2013,8,7,219,74,56,63,0,0,0,0,0,15
8/8/2013,8621,2013,8,8,220,74,63,66,0.06,0,0,0,4,19
8/9/2013,8622,2013,8,9,221,83,65,69,2.66,0,0,0,9,24
8/10/2013,8623,2013,8,10,222,76,56,60,0.23,0,0,0,1,16
8/11/2013,8624,2013,8,11,223,73,50,58,0,0,0,3,0,12
8/12/2013,8625,2013,8,12,224,74,53,54,0,0,0,1,0,14
8/13/2013,8626,2013,8,13,225,77,54,62,0.3,0,0,0,1,16
8/14/2013,8627,2013,8,14,226,75,52,53,0.22,0,0,1,0,14
8/15/2013,8628,2013,8,15,227,65,45,48,0,0,0,10,0,5
8/16/2013,8629,2013,8,16,228,71,48,53,0,0,0,5,0,10
8/17/2013,8630,2013,8,17,229,73,46,51,0,0,0,5,0,10
8/18/2013,8631,2013,8,18,230,77,51,56,0,0,0,1,0,14
8/19/2013,8632,2013,8,19,231,75,56,59,0,0,0,0,1,16
8/20/2013,8633,2013,8,20,232,78,54,58,0,0,0,0,1,16
8/21/2013,8634,2013,8,21,233,81,55,58,0,0,0,0,3,18
8/22/2013,8635,2013,8,22,234,83,57,63,0,0,0,0,5,20
8/23/2013,8636,2013,8,23,235,85,59,61,0.14,0,0,0,7,22
8/24/2013,8637,2013,8,24,236,72,47,49,0,0,0,5,0,10
8/25/2013,8638,2013,8,25,237,73,49,55,0,0,0,4,0,11
8/26/2013,8639,2013,8,26,238,80,53,64,0.05,0,0,0,2,17
8/27/2013,8640,2013,8,27,239,81,64,66,1.01,0,0,0,8,23
8/28/2013,8641,2013,8,28,240,82,63,64,0,0,0,0,8,23
8/29/2013,8642,2013,8,29,241,83,62,64,0,0,0,0,8,23
8/30/2013,8643,2013,8,30,242,81,59,60,0,0,0,0,5,20
8/31/2013,8644,2013,8,31,243,85,60,73,0,0,0,0,8,23
9/1/2013,8645,2013,9,1,244,83,65,69,0,0,0,0,9,24
9/2/2013,8646,2013,9,2,245,81,63,64,1.16,0,0,0,7,22
9/3/2013,8647,2013,9,3,246,82,56,58,0.31,0,0,0,4,19
9/4/2013,8648,2013,9,4,247,67,50,54,0,0,0,6,0,9
9/5/2013,8649,2013,9,5,248,77,54,56,0.15,0,0,0,1,16
9/6/2013,8650,2013,9,6,249,67,39,41,0,0,0,12,0,3
9/7/2013,8651,2013,9,7,250,67,41,52,0,0,0,11,0,4
9/8/2013,8652,2013,9,8,251,69,52,61,0.05,0,0,4,0,11
9/9/2013,8653,2013,9,9,252,63,38,41,0,0,0,14,0,1
9/10/2013,8654,2013,9,10,253,72,41,66,0,0,0,8,0,7
9/11/2013,8655,2013,9,11,254,88,64,74,0.12,0,0,0,11,26
9/12/2013,8656,2013,9,12,255,91,66,67,0.24,0,0,0,14,29
9/13/2013,8657,2013,9,13,256,77,58,58,0.56,0,0,0,3,18
9/14/2013,8658,2013,9,14,257,58,48,48,0.12,0,0,12,0,3
9/15/2013,8659,2013,9,15,258,56,37,40, T,0,0,18,0,0
9/16/2013,8660,2013,9,16,259,65,40,53,0.04,0,0,12,0,3
9/17/2013,8661,2013,9,17,260,57,31,33,0.02,0,0,21,0,0
9/18/2013,8662,2013,9,18,261,63,33,41,0,0,0,17,0,0
9/19/2013,8663,2013,9,19,262,69,41,44,0,0,0,10,0,5
9/20/2013,8664,2013,9,20,263,74,44,51,0,0,0,6,0,9
9/21/2013,8665,2013,9,21,264,77,51,62,0,0,0,1,0,14
9/22/2013,8666,2013,9,22,265,66,46,51,1,0,0,9,0,6
9/23/2013,8667,2013,9,23,266,54,46,48, T,0,0,15,0,0
9/24/2013,8668,2013,9,24,267,54,34,38,0,0,0,21,0,0
9/25/2013,8669,2013,9,25,268,61,35,37,0,0,0,17,0,0
9/26/2013,8670,2013,9,26,269,66,37,41,0,0,0,13,0,2
9/27/2013,8671,2013,9,27,270,68,41,46,0,0,0,10,0,5
9/28/2013,8672,2013,9,28,271,67,41,45,0,0,0,11,0,4
9/29/2013,8673,2013,9,29,272,70,45,50,0,0,0,7,0,8
9/30/2013,8674,2013,9,30,273,69,44,48,0,0,0,8,0,7
10/1/2013,8675,2013,10,1,274,74,46,52,0,0,0,5,0,10
10/2/2013,8676,2013,10,2,275,73,47,54,0,0,0,5,0,10
10/3/2013,8677,2013,10,3,276,75,43,43,0,0,0,6,0,9
10/4/2013,8678,2013,10,4,277,73,43,62,0.06,0,0,7,0,8
10/5/2013,8679,2013,10,5,278,77,61,62,0.41,0,0,0,4,19
10/6/2013,8680,2013,10,6,279,74,61,65,0.01,0,0,0,3,18
10/7/2013,8681,2013,10,7,280,82,65,68,0,0,0,0,9,24
10/8/2013,8682,2013,10,8,281,72,40,42,0.68,0,0,9,0,6
10/9/2013,8683,2013,10,9,282,61,33,37,0,0,0,18,0,0
10/10/2013,8684,2013,10,10,283,67,36,38,0,0,0,13,0,2
10/11/2013,8685,2013,10,11,284,62,38,50,0.05,0,0,15,0,0
10/12/2013,8686,2013,10,12,285,63,36,39,0,0,0,15,0,0
10/13/2013,8687,2013,10,13,286,73,39,54,0,0,0,9,0,6
10/14/2013,8688,2013,10,14,287,68,51,51,0.12,0,0,5,0,10
10/15/2013,8689,2013,10,15,288,56,51,52,0.09,0,0,11,0,4
10/16/2013,8690,2013,10,16,289,69,52,55,0,0,0,4,0,11
10/17/2013,8691,2013,10,17,290,60,45,46,0.18,0,0,12,0,3
10/18/2013,8692,2013,10,18,291,65,46,49,0.84,0,0,9,0,6
10/19/2013,8693,2013,10,19,292,58,40,45,0.01,0,0,16,0,0
10/20/2013,8694,2013,10,20,293,60,41,44,0.09,0,0,14,0,1
10/21/2013,8695,2013,10,21,294,51,38,46,0.01,0,0,20,0,0
10/22/2013,8696,2013,10,22,295,64,46,51,0,0,0,10,0,5
10/23/2013,8697,2013,10,23,296,51,33,36,0.01,0,0,23,0,0
10/24/2013,8698,2013,10,24,297,47,29,31,0.03,0,0,27,0,0
10/25/2013,8699,2013,10,25,298,47,30,37,0.02,0,0,26,0,0
10/26/2013,8700,2013,10,26,299,46,33,38,0.02,0,0,25,0,0
10/27/2013,8701,2013,10,27,300,47,37,38,0.01,0,0,23,0,0
10/28/2013,8702,2013,10,28,301,46,36,41,0,0,0,24,0,0
10/29/2013,8703,2013,10,29,302,49,26,26,0,0,0,27,0,0
10/30/2013,8704,2013,10,30,303,45,25,38,0.01,0,0,30,0,0
10/31/2013,8705,2013,10,31,304,58,36,51,0,0,0,18,0,0
11/1/2013,8706,2013,11,1,305,62,51,60,0.56,0,0,8,0,7
11/2/2013,8707,2013,11,2,306,66,44,46,0.02,0,0,10,0,5
11/3/2013,8708,2013,11,3,307,55,32,32,0.09,0,0,21,0,0
11/4/2013,8709,2013,11,4,308,34,16,24, T,0,0,40,0,0
11/5/2013,8710,2013,11,5,309,42,24,36,0,0,0,32,0,0
11/6/2013,8711,2013,11,6,310,52,36,48,0,0,0,21,0,0
11/7/2013,8712,2013,11,7,311,57,43,43,0.51,0,0,15,0,0
11/8/2013,8713,2013,11,8,312,43,32,35,0.03,0,0,27,0,0
11/9/2013,8714,2013,11,9,313,41,28,33,0.02,0,0,30,0,0
11/10/2013,8715,2013,11,10,314,47,33,42,0.05,0,0,25,0,0
11/11/2013,8716,2013,11,11,315,46,27,33,0.03,0,0,28,0,0
11/12/2013,8717,2013,11,12,316,45,25,25,0.13,0.7,1,30,0,0
11/13/2013,8718,2013,11,13,317,30,20,22,0.07,0.5,1,40,0,0
11/14/2013,8719,2013,11,14,318,35,22,32,0,0,0,36,0,0
11/15/2013,8720,2013,11,15,319,51,29,37,0,0,0,25,0,0
11/16/2013,8721,2013,11,16,320,57,36,41,0,0,0,18,0,0
11/17/2013,8722,2013,11,17,321,58,41,52,0,0,0,15,0,0
11/18/2013,8723,2013,11,18,322,57,49,50,0.22,0,0,12,0,3
11/19/2013,8724,2013,11,19,323,55,34,34,0,0,0,20,0,0
11/20/2013,8725,2013,11,20,324,35,17,21,0.02, T,0,39,0,0
11/21/2013,8726,2013,11,21,325,39,21,30,0,0,0,35,0,0
11/22/2013,8727,2013,11,22,326,44,30,41,0.21,0,0,28,0,0
11/23/2013,8728,2013,11,23,327,47,28,29,0.04,0,0,27,0,0
11/24/2013,8729,2013,11,24,328,37,14,14,0.01, T,0,39,0,0
11/25/2013,8730,2013,11,25,329,22,14,18,0.01, T,0,47,0,0
11/26/2013,8731,2013,11,26,330,33,18,27,0.03,0.7,1,39,0,0
11/27/2013,8732,2013,11,27,331,35,27,31,1.5,0.3,1,34,0,0
11/28/2013,8733,2013,11,28,332,31,18,18,0.06,0.6,2,40,0,0
11/29/2013,8734,2013,11,29,333,25,18,20,0.02,0.5,2,43,0,0
11/30/2013,8735,2013,11,30,334,27,5,7, T, T,2,49,0,0
12/1/2013,8736,2013,12,1,335,30,7,28,0,0,2,46,0,0
12/2/2013,8737,2013,12,2,336,37,28,33,0.02, T,2,32,0,0
12/3/2013,8738,2013,12,3,337,37,32,33, T,0, T,30,0,0
12/4/2013,8739,2013,12,4,338,40,23,34,0.01,0,0,33,0,0
12/5/2013,8740,2013,12,5,339,50,34,50,0,0,0,23,0,0
12/6/2013,8741,2013,12,6,340,54,32,33,0.42,0,0,22,0,0
12/7/2013,8742,2013,12,7,341,35,26,26,0.11,1.2,1,34,0,0
12/8/2013,8743,2013,12,8,342,31,13,17,0,0, T,43,0,0
12/9/2013,8744,2013,12,9,343,31,17,31,0.02,0.3,1,41,0,0
12/10/2013,8745,2013,12,10,344,38,28,28,0,0,0,32,0,0
12/11/2013,8746,2013,12,11,345,28,10,20,0.11,1.9,2,46,0,0
12/12/2013,8747,2013,12,12,346,24,11,12,0.03,0.4,2,47,0,0
12/13/2013,8748,2013,12,13,347,21,12,21, T, T,2,48,0,0
12/14/2013,8749,2013,12,14,348,25,11,11,0.06,2.7,5,47,0,0
12/15/2013,8750,2013,12,15,349,25,11,24,0.23,3,7,47,0,0
12/16/2013,8751,2013,12,16,350,27,9,11,0.02,0.5,7,47,0,0
12/17/2013,8752,2013,12,17,351,21,-2,14,0.01,0.2,7,55,0,0
12/18/2013,8753,2013,12,18,352,24,14,22,0.02,0.4,6,46,0,0
12/19/2013,8754,2013,12,19,353,30,20,30, T,0.1,6,40,0,0
12/20/2013,8755,2013,12,20,354,46,29,46,0,0,4,27,0,0
12/21/2013,8756,2013,12,21,355,52,41,52,0.03,0,0,18,0,0
12/22/2013,8757,2013,12,22,356,61,33,37,0.38,0,0,18,0,0
12/23/2013,8758,2013,12,23,357,64,37,40,0.06,0,0,14,0,1
12/24/2013,8759,2013,12,24,358,41,23,24,0.02,0.2, T,33,0,0
12/25/2013,8760,2013,12,25,359,27,6,7,0.06,1.5,2,48,0,0
12/26/2013,8761,2013,12,26,360,22,7,22,0.04,1.4,3,50,0,0
12/27/2013,8762,2013,12,27,361,32,22,25, T, T,2,38,0,0
12/28/2013,8763,2013,12,28,362,39,24,38,0,0,2,33,0,0
12/29/2013,8764,2013,12,29,363,47,30,39,0,0, T,26,0,0
12/30/2013,8765,2013,12,30,364,42,19,19,0.6,0.9,1,34,0,0
12/31/2013,8766,2013,12,31,365,20,12,14,0.01,0.3,2,49,0,0
1/1/2014,8767,2014,1,1,1,25,14,16,0.01,0.2,2,45,0,0
1/2/2014,8768,2014,1,2,2,20,12,13,0.11,2.3,4,49,0,0
1/3/2014,8769,2014,1,3,3,15,-3,2,0.4,6.4,10,59,0,0
1/4/2014,8770,2014,1,4,4,8,-11,8, T,0.2,9,66,0,0
1/5/2014,8771,2014,1,5,5,25,8,20,0,0,8,48,0,0
1/6/2014,8772,2014,1,6,6,50,20,41,0.14,0, T,30,0,0
1/7/2014,8773,2014,1,7,7,41,-5,-4,0,0, T,47,0,0
1/8/2014,8774,2014,1,8,8,4,-5,4,0,0, T,65,0,0
1/9/2014,8775,2014,1,9,9,18,4,16, T, T, T,54,0,0
1/10/2014,8776,2014,1,10,10,27,15,26,0.08,1.4,2,44,0,0
1/11/2014,8777,2014,1,11,11,46,26,46,0.02,0, T,29,0,0
1/12/2014,8778,2014,1,12,12,50,34,34,0.34,0,0,23,0,0
1/13/2014,8779,2014,1,13,13,35,25,35,0,0,0,35,0,0
1/14/2014,8780,2014,1,14,14,50,35,41,0.07,0,0,22,0,0
1/15/2014,8781,2014,1,15,15,42,28,33,0.1,0,0,30,0,0
1/16/2014,8782,2014,1,16,16,43,25,25, T, T, T,31,0,0
1/17/2014,8783,2014,1,17,17,33,23,29,0,0,0,37,0,0
1/18/2014,8784,2014,1,18,18,38,24,24,0.15,2.9,3,34,0,0
1/19/2014,8785,2014,1,19,19,24,13,15,0.06,0.9,4,46,0,0
1/20/2014,8786,2014,1,20,20,31,15,31, T, T,3,42,0,0
1/21/2014,8787,2014,1,21,21,31,5,5,0.07,1.5,4,47,0,0
1/22/2014,8788,2014,1,22,22,7,-13,-9, T, T,4,68,0,0
1/23/2014,8789,2014,1,23,23,2,-9,-1,0.03,0.4,3,68,0,0
1/24/2014,8790,2014,1,24,24,13,-2,-1, T, T,3,59,0,0
1/25/2014,8791,2014,1,25,25,16,-5,15,0,0,3,59,0,0
1/26/2014,8792,2014,1,26,26,24,1,4,0.05,1.7,5,52,0,0
1/27/2014,8793,2014,1,27,27,35,3,29, T, T,4,46,0,0
1/28/2014,8794,2014,1,28,28,29,-3,-2, T, T,3,52,0,0
1/29/2014,8795,2014,1,29,29,10,-10,-4,0,0,3,65,0,0
1/30/2014,8796,2014,1,30,30,16,-8,5,0,0,3,61,0,0
1/31/2014,8797,2014,1,31,31,26,5,25,0,0,3,49,0,0
2/1/2014,8798,2014,2,1,32,34,20,30,0,0,2,38,0,0
2/2/2014,8799,2014,2,2,33,40,30,33,0.01, T,1,30,0,0
2/3/2014,8800,2014,2,3,34,33,22,23,0.04,0.3,1,37,0,0
2/4/2014,8801,2014,2,4,35,25,9,12, T, T,1,48,0,0
2/5/2014,8802,2014,2,5,36,25,12,22,0.34,3.2,4,46,0,0
2/6/2014,8803,2014,2,6,37,25,4,6,0.23,2.5,7,50,0,0
2/7/2014,8804,2014,2,7,38,21,2,8, T, T,7,53,0,0
2/8/2014,8805,2014,2,8,39,23,-13,-9,0,0,7,60,0,0
2/9/2014,8806,2014,2,9,40,20,-9,-1, T, T,7,59,0,0
2/10/2014,8807,2014,2,10,41,18,-1,13,0.09,1.2,8,56,0,0
2/11/2014,8808,2014,2,11,42,21,-4,9, T, T,7,56,0,0
2/12/2014,8809,2014,2,12,43,16,-11,-8,0,0,7,62,0,0
2/13/2014,8810,2014,2,13,44,22,-8,18,0,0,5,58,0,0
2/14/2014,8811,2014,2,14,45,22,18,21,0.5,8.9,12,45,0,0
2/15/2014,8812,2014,2,15,46,31,21,24,0.04,0.5,13,39,0,0
2/16/2014,8813,2014,2,16,47,27,9,9,0.04,0.6,13,47,0,0
2/17/2014,8814,2014,2,17,48,16,-12,-5,0.07,1.5,12,63,0,0
2/18/2014,8815,2014,2,18,49,26,-7,24, T,0.1,11,55,0,0
2/19/2014,8816,2014,2,19,50,33,17,32,0.01, T,11,40,0,0
2/20/2014,8817,2014,2,20,51,41,18,20, T,0,8,35,0,0
2/21/2014,8818,2014,2,21,52,44,20,44,0.31,0,7,33,0,0
2/22/2014,8819,2014,2,22,53,46,33,35,0.26,0,5,25,0,0
2/23/2014,8820,2014,2,23,54,46,31,36,0,0,4,26,0,0
