Year,ID,Name,NestName,Sex,LifeStage,Population,Species,CalcAge,Age,BillWidth,BillDepth,Head,Tarsus,Manus,WingChord,SeventhPrimary,Tail Length,Weight,BillNT,TEC,Skull,Remarks
2005,CS CCLI05,CS,CCLI05,F,nestling,Ithaca,Corvus brachyrhynchos,26,30,10.9,12,73.1,56.3,,178,120,61,330,22.4,31.5,41.6,"explosive fledge,  internal injuries; couple blood spots on belly,  1 strong, 2 moderate, 6 light hunger bars"
2005,AU CCLI05,AU,CCLI05,M,nestling,Ithaca,Corvus brachyrhynchos,29,30,11.6,13.2,78.3,60.8,,211,149,98,400,22.3,35.4,42.9,"explosive fledge, mod blood spots, 1 strong, 5 moderate, 6 light hunger bars"
2005,BT CCLI05,BT,CCLI05,F,nestling,Ithaca,Corvus brachyrhynchos,27,30,11.7,12.8,75.1,56,,192,134,75,360,21.2,34.4,40.7,"explosive fledge, 3 strong 4 moderate,  3 light hunger bars; no blood spots"
2005,DR DBAR05,DR,DBAR05,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,12.2,12.2,74.3,59.3,,159,98,38,348,20.2,33.7,40.6,"no blood spots; 2 mod, 4 lights HBs"
2005,EQ DBAR05,EQ,DBAR05,M,nestling,Ithaca,Corvus brachyrhynchos,23,23,13.3,12.6,74.4,56.6,,144,87,33,327,21.7,34.8,39.6,"couple of blood spots; 1 strong, 6 light HBs"
2005,FP DBAR05,FP,DBAR05,M,nestling,Ithaca,Corvus brachyrhynchos,23,23,13.1,12.4,74,56.4,,139,80,29,321,21.4,34.9,39.1,"no blood spots; 2 strong, 1 moderate, 3 light"
2005,IM DBAR05,IM,DBAR05,M,nestling,Ithaca,Corvus brachyrhynchos,22,22,10.8,11.7,70.6,54.4,,124,68,20,266,19.8,30.9,39.7,"no blood spots;3 strong, 1moderate, 2 light hungerbars"
2005,JL LRIS05,JL,LRIS05,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,10.8,11.6,77.2,59.9,,186,126,81,360,22.3,34.2,43,"explosive fledge; no blood spots; 2 strong, 4 mod, 5 light HBs"
2005,KK WILG05,KK,WILG05,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,13.5,12.7,77.1,59.3,,168,112,56,370,22.5,36.9,40.2,"no blood spots, 2 strong, 3 moderate, 2 light hunger bars"
2005,LJ WILG05,LJ,WILG05,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,12.8,12.3,77.4,61.4,,173,115,66,405,22.9,36.5,40.9,"no blood spots,  5 strong, 4 light hunger bars"
2005,MI WILG05,MI,WILG05,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,12.6,12.7,74.6,59.8,,166,105,52,372,22.3,33.6,41,"no blood spots, 5 strong, 1 moderate, 1 light hunger bar"
2005,NH WILG05,NH,WILG05,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,12.8,12.7,76.7,59.5,,174,112,67,397,23.3,35.4,41.3,"no blood spots, 4 strong, 2 moderate, 3 light hunger bars"
2005,OG WILG05,OG,WILG05,M,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.7,13.8,82.1,63.6,,183,121,68,445,24.7,39,43.1,"no blood spots, 2 moderate, 5 light hunger bars"
2005,EN WKAY05,EN,WKAY05,F,nestling,Ithaca,Corvus brachyrhynchos,16,16,10.9,9.3,63.8,42.6,,105,56,15,174,16.3,26.1,37.7,
2005,PF MCUN05,PF,MCUN05,M,nestling,Ithaca,Corvus brachyrhynchos,28,30,11.8,13,77.9,56,,202,140,84,365,21.7,34.9,43,"3 strong, 3 mod, 2 light HBs; no blood spots; explosive fledge"
2005,SC MCUN05,SC,MCUN05,F,nestling,Ithaca,Corvus brachyrhynchos,28,30,11,12.4,75.1,55.3,,200,144,88,320,21.6,34.1,41,"5 strong, 1 mod, 3 light HBs; no blood spots; explosive fledge"
2005,UA MCUN05,UA,MCUN05,M,nestling,Ithaca,Corvus brachyrhynchos,26,29,11.1,11.2,71.2,50.3,,168,118,56,285,19.2,32.5,38.7,"5 strong, 1 mod, 4 light HBs; no blood spots"
2005,VZ MCUN05,VZ,MCUN05,F,nestling,Ithaca,Corvus brachyrhynchos,26,29,10.2,12.3,68.6,50.4,,168,114,57,285,18,31.3,37.3,"6 strong, 1 mod, 6 light HBs; crossed mandibles"
2005,WY NBUR05,WY,NBUR05,M,nestling,Ithaca,Corvus brachyrhynchos,25,28,10.7,9.9,73.3,49.4,,152,103,45,287,19.9,33.7,39.6,"3 strong, 1 light HBs; no blood spots"
2005,XX NBUR05,XX,NBUR05,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,11.4,11.1,77.4,54.2,,181,125,65,351,22.6,34,43.4,1 light HB; no blood spots
2005,YW NBUR05,YW,NBUR05,M,nestling,Ithaca,Corvus brachyrhynchos,26,28,11.6,11.3,78.2,55.5,,171,119,58,372,22.6,32.8,45.4,"4 strong, 2 mod, 2 light HBs; couple of blood spots"
2005,ZV NBUR05,ZV,NBUR05,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,11.6,11.4,75.8,55.2,,182,129,70,320,22.4,31.9,43.9,5 light HBs; couple of blood spots
2005,FR NBUR05,FR,NBUR05,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,10.6,10.7,74.6,52.6,,175,122,74,328,22.4,32.5,42.1,"3 strong, 1 mod HBs; no blood spots; explosive fledge"
2005,AT EHCR05,AT,EHCR05,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,12.95,12.8,80.3,64.2,,167,107,50,415,22.6,36.4,43.9,"couple of blood spots, blood spots under the wings; 2 strong, 2 moderate, 1 light hunger bar; red twist tie"
2005,BS EHCR05,BS,EHCR05,M,nestling,Ithaca,Corvus brachyrhynchos,25,25,11.6,12.2,77.7,62.6,,159,99,50,372,21.2,35,42.7,"4 strong, 2 mod, 1 lt hunger bar"
2005,CR EHCR05,CR,EHCR05,F,nestling,Ithaca,Corvus brachyrhynchos,25,25,12.4,12.1,74.5,59.7,,156,98,46,343,21.4,33.8,40.7,"moderate blood spots on belly; blood spots under wings; 4 strong, 1 mod, 2 lt hunger bars"
2005,DQ ROGO05,DQ,ROGO05,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.6,12.9,75.2,55.3,,170,119,76,362,22,34.7,40.5,"no blood spots; 1 moderate, 2 light hunger bars"
2005,EP ORHA05,EP,ORHA05,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.6,12.7,77.7,58.6,,167,110,62,377,22.8,34.2,43.5,"1 moderate, 2 light hunger bars, few blood spots"
2005,FO PECI05,FO,PECI05,F,nestling,Ithaca,Corvus brachyrhynchos,25,25,12.6,13.8,75.6,60.7,,148,90,46,397,22.2,35,40.6,no blood spots; 2 light hunger bars
2005,GN PECI05,GN,PECI05,F,nestling,Ithaca,Corvus brachyrhynchos,25,25,12.1,13.2,74.2,58.8,,148,97,52,429,21.5,33.5,40.7,"red twist tie; no blood spots, 1 moderate hunger bar, unpigmented claws 2 and 3 on right foot and number 3 on left foot"
2005,HM PECI05,HM,PECI05,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,13,12.7,74.3,59.2,,162,104,53,392,21,33.8,40.5,"unpigmented claw on left toe 3; 1 moderate, 3 light hunger bars, no blood spots"
2005,IL NEEL05,IL,NEEL05,M,nestling,Ithaca,Corvus brachyrhynchos,28,30,12,12.8,77.9,59.3,,190,135,79,372,22.3,35.1,42.8,"no blood spots; explosive fledge, 5 strong, 3 moderate, 5 light hunger bars"
2005,JK NEEL05,JK,NEEL05,M,nestling,Ithaca,Corvus brachyrhynchos,29,30,13.8,14.5,81.3,58.9,,206,149,97,423,24.7,38.4,42.9,"no blood spots; explosive fledge, 3 strong, 1 moderate, 3 light hunger bars"
2005,KJ NEEL05,KJ,NEEL05,M,nestling,Ithaca,Corvus brachyrhynchos,27,30,12.7,13.3,79.6,55.2,,183,130,68,365,24.6,37.1,42.5,"no blood spots, explosive fledge; 5 strong, 2 moderate, 3 light hunger bars"
2005,MH NEEL05,MH,NEEL05,F,nestling,Ithaca,Corvus brachyrhynchos,28,30,12.6,12.8,77.6,55.5,,193,138,79,347,23.7,35.9,41.7,"no blood spots, explosive fledge, 3 strong, 2 moderate, 4 light hunger bars"
2005,OF SEPG05,OF,SEPG05,M,nestling,Ithaca,Corvus brachyrhynchos,27,26,12.2,12.3,79.5,61.2,,189,116,74,415,24.8,38.2,41.3,"moderate blood spots on belly; 4 strong 2 moderate, 4 light hunger bars, unpigmented spots on toes"
2005,PE SEPG05,PE,SEPG05,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.3,12.4,76,58.8,,179,121,54,347,21.6,35,41,"unpigmented spots on toes; lots of blood spots on belly; 6 strong, 2 moderate, 1 light hunger bar"
2005,dead bird WARO05,dead bird,WARO05,F,nestling,Ithaca,Corvus brachyrhynchos,33,33,11,12,78.2,59.9,,194,137,86,307,24.1,34.4,43.8,"explosive fledge and die, few bloodspots on belly, 3 strong, 2 moderate, 5 light HB
NB: Previously identified as 'dead bird' (DAR 8/14/2010)"
2005,QD WARO05,QD,WARO05,M,nestling,Ithaca,Corvus brachyrhynchos,33,33,14.2,14.8,84,62.7,,230,162,111,480,25.3,39.3,44.7,"blood spots on belly; right halex torn off, 4 strong, 2 moderate hunger bars"
2005,RC SMUR05,RC,SMUR05,M,nestling,Ithaca,Corvus brachyrhynchos,27,30,12.8,13.8,82.3,59.9,,183,129,75,410,25.3,37.1,45.2,"many bloodspots; 3 strong, 1 mod, 1 light HBs; explosive fledge"
2005,SB SMUR05,SB,SMUR05,F,nestling,Ithaca,Corvus brachyrhynchos,28,30,12.4,13.1,80.6,57.2,,195,141,81,379,24.1,37.5,43.1,"many bloodspots; 1 strong, 9 mod HBs; explosive fledge"
2005,UZ EQUI05,UZ,EQUI05,F,nestling,Ithaca,Corvus brachyrhynchos,27,26,13.2,14.2,75.6,57.7,,176,119,64,408,22.3,35.1,40.5,"couple bloodspots, 3 strong, 1 moderate hunger bar; explosive fledge"
2005,VY EQUI05,VY,EQUI05,M,nestling,Ithaca,Corvus brachyrhynchos,27,26,13.4,13.2,80.1,59.6,,179,124,69,412,22.4,34.3,45.8,"few bloodspots, 2 strong, explosive fledge"
2005,WX WWCK05,WX,WWCK05,M,nestling,Ithaca,Corvus brachyrhynchos,28,29,12.4,14.1,83.7,64.1,,199,141,74,431,25,39.6,44.1,"bleeding toe two on left foot, no blood spots, 2 strong, 5 moderate hunger bars"
2005,XW WWCK05,XW,WWCK05,M,nestling,Ithaca,Corvus brachyrhynchos,27,29,13,14,81.6,60,,189,131,79,424,24.2,37.1,44.5,"no blood spots; 2 strong, 2 moderate, 1 light; explosive fledge                                                                                               "
2005,ZU WWCK05,ZU,WWCK05,F,nestling,Ithaca,Corvus brachyrhynchos,27,29,11.7,13.1,77.5,56.6,,188,130,75,405,23.5,35.1,42.4,"explosive fledge, 2 strong, 2 moderate, 3 light hunger bars, no blood spots, making grunting sounds"
2005,AS WWCK05,AS,WWCK05,M,nestling,Ithaca,Corvus brachyrhynchos,27,29,12.6,13.9,77.8,58.3,,171,118,66,440,23.3,36.7,41.1,"clipped toenail on left toe four, no blood spots;5 mod, 1 strong"
2005,BR HOMC05,BR,HOMC05,F,nestling,Ithaca,Corvus brachyrhynchos,25,30,13.4,12.2,75.5,56.1,,155,98,35,320,22.6,35.8,39.7,"4 strong, 1 mod, 5 light HBs; a few bloodspots; =3 from 7 May"
2005,CQ HOMC05,CQ,HOMC05,F,nestling,Ithaca,Corvus brachyrhynchos,27,30,13.4,13,80,59.8,,183,124,70,387,23.8,37.5,42.5,"4 strong, 2 mod, 2 light HBs; moderate amount of bloodspots; = 2 from 7 May"
2005,DP EDBL05,DP,EDBL05,M,nestling,Ithaca,Corvus brachyrhynchos,28,30,13,13.8,82.9,61.5,,206,138,82,456,28.3,39,43.9,"no bloodspots; 2 strong 3 mod, 1 light HBs"
2005,EO EDBL05,EO,EDBL05,M,nestling,Ithaca,Corvus brachyrhynchos,28,30,12.5,12.9,83.8,61.6,,200,126,87,460,25.8,39.6,44.2,"4 bloodspots; 1 strong, 2 mod, 1 light HBs"
2005,FN EDBL05,FN,EDBL05,M,nestling,Ithaca,Corvus brachyrhynchos,29,30,13,14,84.6,63.3,,207,143,96,460,26.6,40.4,44.2,"no bloodspots; 1 strong, 2 mod 6 light HBs"
2005,HL HORC05,HL,HORC05,F,nestling,Ithaca,Corvus brachyrhynchos,26,28,11.8,11,72.6,56.3,,157,102,49,330,20.8,32.4,40.2,"1 bloodspot; 3 strong, 2 mod, 1 light HBs"
2005,IK HORC05,IK,HORC05,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.8,13.3,78,59,,188,130,72,393,22.9,35.8,42.2,"no bloodspots; 2 strong, 3 mod, 2 light HBs"
2005,MG PGLN05,MG,PGLN05,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.3,12.3,76.3,56.5,,182,129.5,75,350,22.3,32.4,43.9,"4 heavy, 1 moderate, 1 light wing bars, no blood spots"
2005,NF EFER05,NF,EFER05,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,11.9,12.8,75.6,60.1,,177,110,63,390,23.5,35.2,40.4,"3 strong, 4 moderate hunger bars, no bloodspots on belly"
2005,RB EFER05,RB,EFER05,M,nestling,Ithaca,Corvus brachyrhynchos,25,26,13.5,11.9,77.2,60.8,,152,90,45,378,22.3,33.9,43.3,"2 strong hunger bars, unpigmented digit 2, 3 and part of 4 on right foot, unpigmented toenails 2 and 4, no bloodspots"
2005,TZ YFER05,TZ,YFER05,M,nestling,Ithaca,Corvus brachyrhynchos,33,33,12.8,13.2,80.8,62.9,,195,132,85,486,25.2,39.4,41.4,"moderately heavy number of bloodspots; 3 strong, 1 mod, 4 light HBs; explosive fledge"
2005,UY YFER05,UY,YFER05,F,nestling,Ithaca,Corvus brachyrhynchos,33,33,12.4,12.8,82.4,60.4,,205,135,92,426,25.8,36.9,45.5,"moderately heavy number of bloodspots; 1 strong, 2 mod, 2 light HBs; explosive fledge"
2005,VX YFER05,VX,YFER05,M,nestling,Ithaca,Corvus brachyrhynchos,33,33,12.4,14.6,84.2,65.6,,205,135,92,465,27.6,36.3,47.9,"heavy bloodspots; 4 strong, 2 mod, 3 light HBs; right halux broken off; explosive fledge"
2005,XV YFER05,XV,YFER05,M,nestling,Ithaca,Corvus brachyrhynchos,33,33,14.9,14.7,84.5,64.4,,213,149,115,442,25.8,39.8,44.7,"moderate number of bloodspots; 2 strong, 2 mod, 5 light HBs; already fledged - explosive fledge"
2005,JK NEEL05,JK,NEEL05,M,nestling,Ithaca,Corvus brachyrhynchos,36,36,13.5,14.8,82.2,59.6,,234,172,125,,26,38.9,43.3,explosive fledge; harness in mouth; small pull markes from harness visible ca. 1 cm from corners
2005,KJ NEEL05,KJ,NEEL05,M,nestling,Ithaca,Corvus brachyrhynchos,36,36,12.5,14,82.7,55.6,,212,158,100,,26.4,40,42.7,right hallux mostly healed; explosive fledge
2005,ZT VAIR05,ZT,VAIR05,F,nestling,Ithaca,Corvus brachyrhynchos,26,28,13.3,12.2,76.1,59.4,,169,110,61,360,22.6,35.5,40.6,"a few bloodspots; 4 strong, 2 mod HBs"
2005,AR VAIR05,AR,VAIR05,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.4,13,76.2,59.2,,185,131,70,377,22.3,37,39.2,"a few bloodspots; 2 strong, 1 mod, 5 light HBs"
2005,BQ VAIR05,BQ,VAIR05,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.6,14.1,81.5,61,,194,133,76,453,25.7,37.7,43.8,"moderate number of bloodspots; 3 strong, 2 mod, 1 light HBs; explosive fledge"
2005,CP VAIR05,CP,VAIR05,M,nestling,Ithaca,Corvus brachyrhynchos,26,28,13.3,13.7,78.5,59,,195,117,63,410,24.9,36.4,42.1,"only a few bloodspots; 3 strong, 1 mod, 1 light HBs"
2005,DO VAIR05,DO,VAIR05,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.7,12.5,76.6,59.9,,183,127,73,358,22.9,34.3,42.3,"a couple of bloodspots; 6 strong, 3 mod, 1 light HBs; explosive fledge"
2005,EN WKAY05,EN,WKAY05,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.4,10.9,67.7,45.2,,154,104,49,205,17,29,38.7,"flight feathers white; 3 strong, 2 mod, 6 light HBs; bill malformed; no bloodspots"
2005,GL JSUP05,GL,JSUP05,F,nestling,Ithaca,Corvus brachyrhynchos,24,26,12.1,11.5,65.5,47,,113,63,23,203,17.7,29.7,35.8,"explosive fledge; some bloodspots under wings, 2 strong, 1 moderate, 3 light hungerbars"
2005,HK IRIS05,HK,IRIS05,F,nestling,Ithaca,Corvus brachyrhynchos,28,28,12.6,14.5,82,59.3,,202,132,86,398,25.4,33.1,48.9,"fledgling below nest near ground; moderate bloodspots, 2 strong, 3 moderate, 2 light; DAR added Age based on RSH thesis age equations"
2005,IJ IRIS05,IJ,IRIS05,F,nestling,Ithaca,Corvus brachyrhynchos,25,26,13.2,12.9,77.4,59,,163,99,48,390,23.2,32.4,45,"explosive fledge; 3 strong, 3 moderate, 3 light hunger bars, no bloodspots; DAR added Age based on RSH thesis age equations"
2005,KH IRIS05,KH,IRIS05,F,nestling,Ithaca,Corvus brachyrhynchos,28,28,13.5,14,83.9,59.9,,192,135,80,425,27.4,40.4,43.5,"Explosive fledge; gurgling, moderate number of blood spots on belly, 3 strong, 2 moderate, 4 light; DAR added Age based on RSH thesis age equations"
2005,LG IRIS05,LG,IRIS05,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,13.4,13.2,80.5,55.5,,180,121,71,400,24.8,37.6,42.9,"explosive fledge; No blood spots, swollen area under right eye, 3 strong, 1 moderate, 1 light; DAR added Age based on RSH thesis age equations"
2005,EN WKAY05,EN,WKAY05,F,nestling,Ithaca,Corvus brachyrhynchos,35,35,11.6,10,71.6,44.4,,190,138,75,224,19.3,29.3,42.3,"re-measures done as fledgling, retrieved from ground."
2005,MF SLI205,MF,SLI205,F,nestling,Ithaca,Corvus brachyrhynchos,24,24,12.8,12.3,67.7,52.5,,108,59,19,290,20.4,31.6,36.1,"NO BLOOD SPOTS, 3 strong, 1 moderate, 3 light hungerbars; DAR added Age based on RSH thesis age equations"
2006,RW ARRO06,RW,ARRO06,M,nestling,Ithaca,Corvus brachyrhynchos,25,26,12.5,11.3,70.6,53.6,,141,86,37,283,19.3,30.6,40,"1 strong, 2 moderate, 4 light hunger bars, no blood spots"
2006,SV ARRO06,SV,ARRO06,F,nestling,Ithaca,Corvus brachyrhynchos,25,26,12.3,11.6,72.8,55.8,,154,101,45,317,20.6,31,41.8,no blood spots; 4 strong hunger bars
2006,PY ARRO06,PY,ARRO06,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,13.2,12.8,73.3,54.5,,158,116,56,318,21.4,32.1,41.2,"no blood spots; 1 extreme, 2 moderate, 8 light hunger bars; unpigmented spots on claws"
2006,QX ARRO06,QX,ARRO06,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,12.6,12,73.1,54.3,,169,115,65,327,21.6,33,40.1,couple of blood spots; 6 light hunger bars
2006,TU ARRO06,TU,ARRO06,M,nestling,Ithaca,Corvus brachyrhynchos,26,27,13.6,12.1,75.6,59.1,,172,116,62,360,21.8,33.8,41.8,"no blood spots; 4 strong, 1 light hunger bar"
2006,KF BIRN06,KF,BIRN06,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,13,12.8,76.2,60.6,,175,119,65,423,22.9,35.2,41,"a few blood spots on belly; 2 strong, 2 moderate, 2 light hunger bars"
2006,LE BIRN06,LE,BIRN06,F,nestling,Ithaca,Corvus brachyrhynchos,28,28,12.4,13.2,76.4,55.4,,184,139,73,395,23.4,35.6,40.8,"no blood spots; 2 moderate, 7 light hunger bars"
2006,MD BIRN06,MD,BIRN06,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,12.9,13.1,77.1,53.9,,182,131,72,367,23.1,35.2,41.9,a few blood spots; 6 light hunger bars
2006,WU BRBI06,WU,BRBI06,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,13.1,13.3,73.4,58.8,,137,82,37,400,22.1,32.6,40.8,"3 blood spots; 1 light, 1 moderate hunger bar"
2006,YS BRBI06,YS,BRBI06,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,12,13.3,74.5,59.5,,148,87,45,410,21.8,34,40.5,Y 0 blood spots; no hunger bars
2006,ZR BRBI06,ZR,BRBI06,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,10.8,12.5,69.2,57.8,,136,86,42,393,21.2,31.4,37.8,1 blood spot; 2 moderate hunger bars
2006,PA CARD06,PA,CARD06,F,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.2,13.1,78.2,60.9,,177,118,72,370,24,36.5,41.7,"stayed in nest; a few bloodspots; 4 strong, 2 moderate, 3 light hunger bars"
2006,OB CARD06,OB,CARD06,F,nestling,Ithaca,Corvus brachyrhynchos,27,29,13.3,13.6,79.8,61.1,,185,126,80,350,24.3,38.1,41.7,"explosive fledge; ripped off both halluces; unpigmented spots on 2 right claws; no bloodspots; 5 strong, 1 moderate, 4 light hunger bars"
2006,doa CARD06,doa,CARD06,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,12.7,13.1,80.7,60.9,,195,133,82,375,25.5,38.2,42.5,"explosive fledge and die; lots of bloodspots on belly; yellow tinge to skin; 1 strong, 5 moderate, 5 light hunger bars"
2006,BM CCLI06,BM,CCLI06,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.6,13.4,72.8,55.2,,158,104,52,357,20.4,33.2,39.6,"unpigmented claw on L4; no bloodspots; 2 strong, 2 moderate, 3 light hunger bars"
2006,AN CCLI06,AN,CCLI06,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.2,13.4,75.7,56.1,,171,116,67,354,21.4,35.4,40.3,no blood spots; 4 light hunger bars
2006,UW CLAR06,UW,CLAR06,F,nestling,Ithaca,Corvus brachyrhynchos,26,25,11.8,13,74.3,61.6,,163,105,55,410,21.7,32.4,41.9,no blood spots; no hunger bars
2006,TX CLAR06,TX,CLAR06,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,13.05,13.4,75.7,62.9,,174,110,65,480,23.6,35.5,40.2,no blood spots; no hunger bars
2006,VV CLAR06,VV,CLAR06,F,nestling,Ithaca,Corvus brachyrhynchos,26,26,12.4,13.6,75.2,61.8,,168,105,64,397,22.4,34.5,40.7,1 blood spot; 1 light hunger bar
2006,QW CUGO06,QW,CUGO06,M,nestling,Ithaca,Corvus brachyrhynchos,25,25,13.9,12.5,71.8,58.3,,138,77,38,373,20.9,33,38.8,"skin yellow, slightly flacid; 1 strong hunger bar; no blood spots"
2006,KE DBAR06,KE,DBAR06,M,nestling,Ithaca,Corvus brachyrhynchos,25,25,12.5,12.2,70.9,56,,132,78,32,330,19.7,31.3,39.6,"no blood spots; unpigmented spots on toes of both feet; 3 strong, 1 moderate, 4 light hunger bars"
2006,LD DBAR06,LD,DBAR06,M,nestling,Ithaca,Corvus brachyrhynchos,26,26,13.6,13.6,75.9,58.2,,166,104,52,404,22.2,33.8,42.1,"a couple of blood spots; 3strong, 1 moderate, 3 light hunger bars"
2006,FJ DBAR06,FJ,DBAR06,M,nestling,Ithaca,Corvus brachyrhynchos,27,27,12.7,13.4,80.5,62.9,,183,123,75,460,24.1,37.7,42.8,"no blood spots; 1 strong, 1 moderate, 6 light hunger bars"
2006,JF DBAR06,JF,DBAR06,F,nestling,Ithaca,Corvus brachyrhynchos,26,27,12.6,12.3,75.7,57,,168,107,68,382,22.3,35.5,40.2,"no blood spots; 5 strong, 2 light hunger bars"
2006,NB DBAR06,NB,DBAR06,F,nestling,Ithaca,Corvus brachyrhynchos,27,27,14.7,13.5,76.9,58.5,,170,118,74,380,22.6,36,40.9,"a few blood spots on belly; slight yellow tinge to gape; 3 strong, 6 light hunger bars"
2006,MA DOG206,MA,DOG206,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,13.4,13.7,79.7,59.1,,199,140,90,377,25,31.8,47.9,"lots of blood spots; slight yellow tinge to gape; problems gripping with right foot?; 3 moderate, 2 light hunger bars"
2006,NZ DOG206,NZ,DOG206,F,nestling,Ithaca,Corvus brachyrhynchos,28,29,12.3,12.7,77.1,59.8,,195,131,83,373,23.2,34.7,42.4,"lots of blood spots; slight yellow tinge to gape; 3 strong, 3 moderate, 6 light hunger bars"
2006,OY DOG206,OY,DOG206,F,nestling,Ithaca,Corvus brachyrhynchos,27,29,13.6,13.1,74.5,57.8,,177,118,67,397,22.8,34.2,40.3,"lots of blood spots; slight yellow tinge to gape; 2 strong, 3 moderate, 3 light hunger bars"
2006,BR ECRI06,BR,ECRI06,F,nestling,Ithaca,Corvus brachyrhynchos,22,22,12.4,12.4,71,56.5,,125,72,35,330,20.6,32.3,38.7,"some spots/not blood; 1 moderate, 2 light hunger bars"
2006,AS ECRI06,AS,ECRI06,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,11.3,11.5,73.6,59.6,,135,78,38,333,21.4,32.9,40.7,"1 bloodspot; 1strong, 1 light hungerbar; right tarsometatarsus folded in middle"
2006,CQ ECRI06,CQ,ECRI06,F,nestling,Ithaca,Corvus brachyrhynchos,23,23,12.8,13.1,73.6,57.3,,138,85,40,343,21.1,31.7,41.9,"1 blood spot; 1 moderate, 4 light hunger bars"
2006,DP ECRI06,DP,ECRI06,M,nestling,Ithaca,Corvus brachyrhynchos,23,23,13.8,13.3,75.6,57.1,,144,85,43,396,21.4,35.3,40.3,"2-3 blood ""Spots"" (all spots are larger, rounder than norm); 1 moderate, 4 light hunger bars"
2006,CN FOWA06,CN,FOWA06,M,nestling,Ithaca,Corvus brachyrhynchos,24,24,11.8,11.9,71.6,56.9,,135,78,26,300,20.8,34,37.6,"slightly flacid, wrinkled veins; mouth pink; 1 severe, 1 strong, 1 light hunger bar; 1 blood spot on belly"
2006,BO FOWA06,BO,FOWA06,M,nestling,Ithaca,Corvus brachyrhynchos,26,25,12.5,12.8,77.4,61,,160,100,58,454,22.8,35.7,41.7,"yellow tinge to gape; 1 severe, 1 strong, 1 moderate, 2 light hunger bars; a few blood spots on belly"
2006,AQ HAPA06,AQ,HAPA06,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,12.6,12.4,73.8,59.4,,150,89,42,385,20.8,33.9,39.9,"a few blood spots; 2 strong, 1 moderate, 2 light hunger bars"
2006,BP HAPA06,BP,HAPA06,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,13.4,13.6,74.6,56.6,,146,89,39,442,20.8,33.8,40.8,"unpigmented tip to 3 toes; 2 moderate, 3 light hunger bars; no spots"
2006,CO HAPA06,CO,HAPA06,F,nestling,Ithaca,Corvus brachyrhynchos,25,24,11.8,13.1,73.7,59,,151,94,47,387,21.2,34.4,39.3,"unpigmented claws, both halluces, other unpigmented toes; 2 strong, 2 moderate, 3 light hunger bars"
2006,GK HAPA06,GK,HAPA06,M,nestling,Ithaca,Corvus brachyrhynchos,25,24,13.4,13.6,75.1,61.5,,155,98,48,425,21.8,36,39.1,"a few blood spots; 4 strong, 1 light hunger bars"
2006,IE HAW206,IE,HAW206,M,nestling,Ithaca,Corvus brachyrhynchos,27,28,13.5,13.6,78.3,61.1,,180,121,63,350,23.4,36.6,41.7,"explosive fledge; no blood spots; belly hardening; 5 strong, 2 moderate, 4 light hunger bars"
2006,JD HAW206,JD,HAW206,F,nestling,Ithaca,Corvus brachyrhynchos,26,28,12.8,12.9,74.4,56.2,,169,113,65,317,22.4,34.5,39.9,"stayed in nest; 2 blood spots on belly; 7 strong, 2 moderate, 1 light hunger bar"
