nestlingMeasurementID,year,population,species,lifeStage,id,age,nest,nestName,sexSummary,tarsus,sevenPrimary,tailLength,calcAge,billNT,billD,billW,TEC,head,skull,wingChord,exp7Primary,weight,measureNumber,measurmentDate,measurementJulDate,hatchDate,hatchDateJul,bandDate,bandingDate,bandDateJul,deathDate,currentBroodSize,nestlingBroodSize,bandedBroodSize,familyProducedBreeder,remarks,trueAlias,name,conditionRank,climb2x,bandMatch,Measured =<7 days (1) or >7 (2),deathDateBin,recruitmentRankData,Breeding attempt info::Renest?,withinBroodSizeRank,earlyBroodRanking,bandlingBroodRank,Young Rank dataset,flag,Dummy 2,Dummy 3,Breeder paper?,Helper paper?,PCA size,PCA condition,ID_2,Sex (#),Row #,Explosive fledge?,Weight (cube rt),Largest/smallest nestling (1/2; banding),tarsus,Breeder Data 3::Sex,Sexing Information::Sex,Alive_Sum_0,Alive_Fall_0,Alive_Winter_0,Alive_Spring_1,Survived to banding?,Survived to banding dataset,Explosive fledge death?,Alive@2 yrs,Age at last sighting,Breeding attempt info::Nesting Success,Shot?,tailSquared,bandNumber,Radio?,Radio harness-related death?,Radio harness in mouth?,WNV-related/suspected death?,ageDiff,ageAtDeath,colorBands,initialClimbDate,radioFreq,bloodTube,Blood spots on Belly,Nestling hunger bar data::Extreme Hunger bar count,Nestling hunger bar data::Moderate Hunger bar count,Nestling hunger bar data::Strong Hunger bar count,7PrimaryRatio,Nestling hunger bar data::Weak Hunger bar count,Nestling hunger bar data::Total Hunger bar count,manus,mouthColor,condition,Nest_Site_Information::# Nestlings,Nest_Site_Information::# Bandlings,ageGroup,Breeding attempt info::Group Size,Nest_Site_Information::Environment,Date type,Adult measurement data::Nestling data?,Breeding attempt info::Highest (Hist) Age,Nest_Site_Information::Environment_RSH,Nest_Site_Information::Environment Summary,7PrimarySquared,Alive@60,Alive@120,Alive@1 yr,Future breeder?,Tail_Length_exposed,lifeStageID,WtTarsusIndex,jDay,vetReference,location
4268,2008,Iowa,AMCR,nestling,GR GUTL08,27,GUTL,GUTL08,NA,61.1,115,66,26.45,23.5,13.1,13.4,38.1,79.1,41,184,72,420,5,5/19/2008,140,4/22/2008,113,,,,,,,6,2,size 3FB bands; pink/white tags/letters; weed-eater tag spikes,,GR,,0,0,2,,,,,0,,,,,,,,,,,,100,,7.49,,61.1,,M,,,,,,,,0,-733154,0,,4356,1065-28860,,,,,-0.55,,WP-OS,5/19/2008,,,,,,,0.63,,,,,0.12,,,,3,rural,,,U,,,13225,0,0,0,2,40,nestling GR GUTL08,,,,
4269,2008,Iowa,AMCR,nestling,HQ GUTL08,27,GUTL,GUTL08,NA,59.2,123,79,27.21,24.2,14.3,13.6,37,79.7,42.7,184,85,410,5,5/19/2008,140,4/22/2008,113,,,,,,,6,2,size 3FB bands; pink/white tags/letters; weed-eater tag spikes,,HQ,,0,0,2,,,,,0,,,,,,,,,,,,101,,7.43,,59.2,,F,,,,,,,,0,-733154,0,,6241,1065-28861,,,,,0.21,,WP-PS,5/19/2008,,,,,,,0.69,,,,,0.13,,,,3,rural,,,U,,,15129,0,0,0,2,54,nestling HQ GUTL08,,,,
4270,2008,Iowa,AMCR,nestling,IP GUTL08,27,GUTL,GUTL08,NA,71,120,82,27.24,23.4,13.5,12.9,37.5,78.5,41,181,83,390,5,5/19/2008,140,4/22/2008,113,,,,,,,6,2,size 3FB bands; pink/white tags/letters; weed-eater tag spikes,,IP,,0,0,2,,,,,0,,,,,,,,,,,,102,,7.31,,71,,F,,,,,,,,0,-733154,0,,6724,1065-28862,,,,,0.24,,WP-RS,5/19/2008,,,,,,,0.69,,,,,0.1,,,,3,rural,,,U,,,14400,0,0,0,2,49,nestling IP GUTL08,,,,
4271,2008,Iowa,AMCR,nestling,JO GUTL08,27,GUTL,GUTL08,NA,61.2,123,74,27.01,24.5,14.1,12.9,39.8,80.9,41.1,183,85,435,5,5/19/2008,140,4/22/2008,113,,,,,,,6,2,size 3FB bands; pink/white tags/letters; weed-eater tag spikes,,JO,,0,0,2,,,,,0,,,,,,,,,,,,103,,7.58,,61.2,,M,,,,,,,,0,-733154,0,,5476,1065-28863,,,,,0.01,,WP-AS,5/19/2008,,,,,,,0.69,,,,,0.12,,,,3,rural,,,U,,,15129,0,0,0,2,45,nestling JO GUTL08,,,,
4272,2008,Iowa,AMCR,nestling,KN GUTL08,25,GUTL,GUTL08,NA,62.3,83,32,24.69,23.5,12.8,14.7,36,76.6,40.6,148,44,390,5,5/19/2008,140,4/24/2008,115,,,,,,,6,2,size 3FB bands; pink/white tags/letters; weed-eater tag spikes,,KN,,0,0,2,,,,,0,,,,,,,,,,,,104,,7.31,,62.3,,M,,,,,,,,0,-733156,0,,1024,1065-28864,,,,,-0.31,,WP-FS,5/19/2008,,,,,,,0.53,,,,,0.12,,,,3,rural,,,U,,,6889,0,0,0,2,12,nestling KN GUTL08,,,,
4273,2008,Iowa,AMCR,nestling,SH HSON08,14,HSON,HSON08,NA,60.2,95,46,14,22.3,12.9,13.3,33,76.8,43.8,155,50,460,2,5/9/2008,130,4/25/2008,116,,,,,,3,3,2,figidity; few blood spots,Purple,SH,,1,1,2,,,,,0,,,,,,,,,,SH HSON08,,60,,7.72,,60.2,,F,,,,,,,,0,-733157,1,,2116,1065-28820,,,,,0,,FP-WS,5/9/2008,,,,,,,0.53,,,,,0.13,,,,3,suburban/managed,,,F,,,9025,0,0,0,2,23,nestling SH HSON08,,,,
4274,2008,Iowa,AMCR,nestling,TG HSON08,14,HSON,HSON08,NA,60.1,81,36,14,23.1,13.6,13.8,33.9,77.8,43.9,139,38,465,2,5/9/2008,130,4/25/2008,116,,,,,,3,3,2,L1 & L2 unpigmented; R3 claw half-pigmented,Red,TG,,1,1,2,,,,,0,,,,,,,,,,TG HSON08,,61,,7.75,,60.1,,M,,,,,,,,0,-733157,1,,1296,1065-28821,,,,,0,,FP-BS,5/9/2008,,,,,,,0.47,,,,,0.13,,,,3,suburban/managed,,,F,,,6561,0,0,0,2,9,nestling TG HSON08,,,,
4275,2008,Iowa,AMCR,nestling,UF HSON08,14,HSON,HSON08,NA,55.1,71,32,14,19.7,12.3,11.6,29.7,75.1,45.4,129,36,365,2,5/9/2008,130,4/25/2008,116,,,,,,3,3,2,bleeder; tarsus diameter stunted due to band,Lime,UF,,1,1,2,,,,,0,,,,,,,,,,UF HSON08,,62,,7.15,,55.1,,F,,,,,,,,0,-733157,1,,1024,1065-28822,,,,,0,,FP-YS,5/9/2008,,,,,,,0.51,,,,,0.13,,,,3,suburban/managed,,,F,,,5041,0,0,0,2,14,nestling UF HSON08,,,,
4276,2008,Iowa,AMCR,nestling,BW KEST08,26,KEST,KEST08,NA,61.1,129,79,26,24.5,12.6,11.4,36.1,78.5,42.4,188,87,390,2,5/18/2008,139,4/22/2008,113,,,,,,5,4,2,tarsus growth stunted by lime band; size 4FB bands; pink tag white letters,Lime,BW,,1,1,1,,,,,0,,,,,,,,,,BW KEST08,,95,,7.31,,61.1,,F,,,,,,,,0,-733154,0,,6241,1065-28855,,,,,0,,FR-PS,5/18/2008,,,,,,,0.67,,,,,0.12,,,,3,rural,,,U,,,16641,0,0,0,2,46,nestling BW KEST08,,,,
4277,2008,Iowa,AMCR,nestling,CV KEST08,26,KEST,KEST08,NA,60.8,107,54,26,23.8,14,13.7,37.2,77.6,40.4,159,60,420,2,5/18/2008,139,4/22/2008,113,,,,,,5,4,2,size 4FB bands; pink/white tag/letters,R4,CV,,1,1,1,,,,,0,,,,,,,,,,CV KEST08,,96,,7.49,,60.8,,M,,,,,,,,0,-733154,0,,2916,1065-28856,,,,,0,,FR-RS,5/18/2008,,,,,,,0.56,,,,,0.12,,,,3,rural,,,U,,,11449,0,0,0,2,29,nestling CV KEST08,,,,
4278,2008,Iowa,AMCR,nestling,DU KEST08,26,KEST,KEST08,NA,59.8,115,72,26,24.3,13.1,12.9,38.2,79.2,41,175,77,385,2,5/18/2008,139,4/22/2008,113,,,,,,5,4,2,tarsus growth stunted by flesh band; no blood spots; size 4FB; pink/white tags/letters,Flesh,DU,,1,1,1,,,,,0,,,,,,,,,,DU KEST08,,97,,7.27,,59.8,,F,,,,,,,,0,-733154,0,,5184,1065-28857,,,,,0,,FR-AS,5/18/2008,,,,,,,0.67,,,,,0.12,,,,3,rural,,,U,,,13225,0,0,0,2,43,nestling DU KEST08,,,,
4279,2008,Iowa,AMCR,nestling,ET KEST08,26,KEST,KEST08,NA,62.7,131,77,26,25.2,14.7,13.5,40,81.2,41.2,191,83,460,2,5/18/2008,139,4/22/2008,113,,,,,,5,4,2,tarsus growth stunted by blue band; size 4FB bands; pink/white tag/letters,Blue,ET,,1,1,1,,,,,0,,,,,,,,,,ET KEST08,,98,,7.72,,62.7,,M,,,,,,,,0,-733154,0,,5929,1065-28858,,,,,0,,FR-FS,5/18/2008,,,,,,,0.63,,,,,0.12,,,,3,rural,,,U,,,17161,0,0,0,2,47,nestling ET KEST08,,,,
4280,2008,Iowa,AMCR,nestling,EV LALA08,24,LALA,LALA08,NA,61.1,91,49,25.24,20.1,12.3,12,30.5,74.9,44.4,150,47,372,2,5/4/2008,125,4/10/2008,101,,,,,,3,3,2,,L1,EV,,1,1,2,,,,,0,,,,,,,,,,,,44,,7.19,,61.1,,F,,,,,,,,0,-733142,0,,2401,1065-28806,,,,,1.24,,RA-RS,5/4/2008,,,,,,,0.52,,,,,0.12,,,,3,suburban,,,N,,,8281,0,0,0,2,28,nestling EV LALA08,,,,
4281,2008,Iowa,AMCR,nestling,FU LALA08,25,LALA,LALA08,NA,59.4,89,47,25.14,21,13.1,12.9,31.4,77.3,45.9,153,48,440,2,5/4/2008,125,4/9/2008,100,,,,,,3,3,2,didn't like getting tags,R1,FU,,1,1,2,,,,,0,,,,,,,,,,,,45,,7.61,,59.4,,F,,,,,,,,0,-733141,0,,2209,1065-28807,,,,,0.14,,RA-AS,5/4/2008,,,,,,,0.54,,,,,0.13,,,,3,suburban,,,N,,,7921,0,0,0,2,22,nestling FU LALA08,,,,
4282,2008,Iowa,AMCR,nestling,GT LALA08,24,LALA,LALA08,NA,60,76,38,24.64,19.4,12.7,12.2,30.2,74.2,44,135,38,410,2,5/4/2008,125,4/10/2008,101,,,,,,3,3,2,bleeder,R3,GT,,1,1,2,,,,,0,,,,,,,,,,,,46,,7.43,,60,,M,,,,,,,,0,-733142,0,,1444,1065-28808,,,,,0.64,,RA-FS,5/4/2008,,,,,,,0.5,,,,,0.12,,,,3,suburban,,,N,,,5776,0,0,0,2,17,nestling GT LALA08,,,,
4283,2008,Iowa,AMCR,nestling,GT LALA08,40,LALA,LALA08,NA,58.9,131,76,40,21.9,12.2,11.8,33.3,75.2,41.9,195,98,245,6,5/20/2008,141,4/10/2008,101,,,,,,3,3,2,feet desicated; droppings under tail,,GT,,,,2,,,,,0,,,,,,,,,,,,105,,6.26,,58.9,,M,,,,,,,,0,-733142,0,,5776,1065-28808,,,,,0,,,5/20/2008,,,,,,,0.75,,,,,0.11,,,,3,suburban,,,N,,,17161,0,0,0,2,54,nestling GT LALA08,,,,
4284,2008,Iowa,AMCR,nestling,EV LALA08,41,LALA,LALA08,NA,59.5,,73,41,,,,,,,,,195,6,5/20/2008,141,4/9/2008,100,,,,,,3,3,2,missing primaries; bill completely chewed-up; bill/mouth completely dry; well-desicated feet,,EV,,,,2,,,,,0,,,,,,,,,,,,106,,5.8,,59.5,,F,,,,,,,,0,-733141,0,,5329,1065-28806,,,,,0,,,5/20/2008,,,,,,,,,,,,0.1,,,,3,suburban,,,N,,,,0,0,0,2,66,nestling EV LALA08,,,,
4285,2008,Iowa,AMCR,nestling,LN MACE08,27,MACE,MACE08,NA,58.1,136,89,27,23.6,13,11.9,35.3,81,45.7,194,94,405,2,5/15/2008,136,4/18/2008,109,,,,,,6,5,2,explosive fledge,R2,LN,,1,1,1,,,,,0,,,,,,,,,,,,79,,7.4,,58.1,,F,,,,,,,,0,-733150,1,,7921,1065-28839,,,,,0,,OY-OS,5/15/2008,,,,,,,0.69,,,,,0.13,,,,2,rural,,,F,,,18496,0,0,0,2,59,nestling LN MACE08,,,,
4286,2008,Iowa,AMCR,nestling,MM MACE08,27,MACE,MACE08,NA,60.4,135,83,27,24.5,13.9,12.2,37.4,81.3,43.9,197,93,375,2,5/15/2008,136,4/18/2008,109,,,,,,6,5,2,no blood spots,L2,MM,,1,1,1,,,,,0,,,,,,,,,,,,80,,7.21,,60.4,,F,,,,,,,,0,-733150,1,,6889,1065-28840,,,,,0,,OY-PS,5/15/2008,,,,,,,0.69,,,,,0.12,,,,2,rural,,,F,,,18225,0,0,0,2,58,nestling MM MACE08,,,,
4287,2008,Iowa,AMCR,nestling,NL MACE08,27,MACE,MACE08,NA,61.6,127,78,27,24,13.2,13.1,37.4,81,43.6,190,84,420,2,5/15/2008,136,4/18/2008,109,,,,,,6,5,2,no blood spots,R1,NL,,1,1,1,,,,,0,,,,,,,,,,,,81,,7.49,,61.6,,M,,,,,,,,0,-733150,1,,6084,1065-28841,,,,,0,,OY-RS,5/15/2008,,,,,,,0.66,,,,,0.12,,,,2,rural,,,F,,,16129,0,0,0,2,52,nestling NL MACE08,,,,
4288,2008,Iowa,AMCR,nestling,OK MACE08,27,MACE,MACE08,NA,59.8,145,92,27,25.7,13.2,11.8,38.7,82.2,43.5,201,102,400,2,5/15/2008,136,4/18/2008,109,,,,,,6,5,2,,L4,OK,,1,1,1,,,,,0,,,,,,,,,,,,82,,7.37,,59.8,,F,,,,,,,,0,-733150,1,,8464,1065-28842,,,,,0,,OY-AS,5/15/2008,,,,,,,0.7,,,,,0.12,,,,2,rural,,,F,,,21025,0,0,0,2,60,nestling OK MACE08,,,,
4289,2008,Iowa,AMCR,nestling,PJ MACE08,27,MACE,MACE08,NA,58.2,141,89,27,23.2,13,11.5,36.5,78.4,41.9,195,97,380,2,5/15/2008,136,4/18/2008,109,,,,,,6,5,2,,R4,PJ,,1,1,1,,,,,0,,,,,,,,,,,,83,,7.24,,58.2,,F,,,,,,,,0,-733150,1,,7921,1065-28843,,,,,0,,OY-FS,5/15/2008,,,,,,,0.69,,,,,0.12,,,,2,rural,,,F,,,19881,0,0,0,2,63,nestling PJ MACE08,,,,
4290,2008,Iowa,AMCR,nestling,QI MACE08,27,MACE,MACE08,NA,63.7,135,85,27,24.6,14.7,12.9,38.9,83.7,44.8,197,93,470,2,5/15/2008,136,4/18/2008,109,,,,,,6,5,2,no fault bars,L1,QI,,1,1,1,,,,,0,,,,,,,,,,,,84,,7.77,,63.7,,M,,,,,,,,0,-733150,1,,7225,1065-28844,,,,,0,,OY-WS,5/15/2008,,,,,,,0.69,,,,,0.12,,,,2,rural,,,F,,,18225,0,0,0,2,52,nestling QI MACE08,,,,
4291,2008,Iowa,AMCR,nestling,RH MIRO08,24.5,MIRO,MIRO08,NA,57.8,97,48,24.5,21.5,11.8,12.2,34.2,75.5,41.3,151,48,410,2,5/15/2008,136,4/20/2008,111,,,,,,2,2,2,,R1,RH,,1,1,1,,,,,0,,,,,,,,,,RH MIRO08,,85,,7.43,,57.8,,M,,,,,,,,0,-733152,1,,2304,1065-28845,,,,,0,,RB-WS,5/15/2008,,,,,,,0.49,,,,,0.13,,,,3,suburban,,,F,,,9409,0,0,0,2,27,nestling RH MIRO08,,,,
4292,2008,Iowa,AMCR,nestling,SG MIRO08,24,MIRO,MIRO08,NA,61.7,97,53,24,21.4,12.1,11.4,33.3,77.4,44.1,160,53,435,2,5/15/2008,136,4/21/2008,112,,,,,,2,2,2,no fault bars,L2,SG,,1,1,1,,,,,0,,,,,,,,,,SG MIRO08,,86,,7.58,,61.7,,M,,,,,,,,0,-733153,1,,2809,1065-28846,,,,,0,,RB-BS,5/15/2008,,,,,,,0.55,,,,,0.12,,,,3,suburban,,,F,,,9409,0,0,0,2,31,nestling SG MIRO08,,,,
4293,2008,Iowa,AMCR,nestling,HR PAFL08,25,PAFL,PAFL08,NA,63.6,121,77,25,25.2,14.2,13.6,39.1,84.6,45.5,185,79,485,2,5/13/2008,134,4/18/2008,109,,,,,,4,4,2,no fault bars,R3,HR,,1,1,1,,,,,0,,,,,,,,,,HR PAFL08,,75,,7.86,,63.6,,M,,,,,,,,0,-733150,1,,5929,1065-28835,,,,,0,,WA-PS,5/13/2008,,,,,,,0.65,,,,,0.12,,,,3,suburban,,,F,,,14641,0,0,0,2,48,nestling HR PAFL08,,,,
4294,2008,Iowa,AMCR,nestling,IQ PAFL08,24,PAFL,PAFL08,NA,62.2,103,59,24,24.1,13.1,12.9,38.4,83.4,45,166,53,460,2,5/13/2008,134,4/19/2008,110,,,,,,4,4,2,white cast on right wing,L4,IQ,,1,1,1,,,,,0,,,,,,,,,,IQ PAFL08,,76,,7.72,,62.2,,M,,,,,,,,0,-733151,1,,3481,1065-28836,,,,,0,,WA-RS,5/13/2008,,,,,,,0.51,,,,,0.12,,,,3,suburban,,,F,,,10609,0,0,0,2,32,nestling IQ PAFL08,,,,
4295,2008,Iowa,AMCR,nestling,JP PAFL08,24,PAFL,PAFL08,NA,63.6,112,67,24,24.3,12.6,13.7,36.6,81.4,44.8,180,72,470,2,5/13/2008,134,4/19/2008,110,,,,,,4,4,2,no blood spots,L2,JP,,1,1,1,,,,,0,,,,,,,,,,JP PAFL08,,77,,7.77,,63.6,,M,,,,,,,,0,-733151,1,,4489,1065-28837,,,,,0,,WA-AS,5/13/2008,,,,,,,0.64,,,,,0.12,,,,3,suburban,,,F,,,12544,0,0,0,2,35,nestling JP PAFL08,,,,
4296,2008,Iowa,AMCR,nestling,KO PAFL08,25,PAFL,PAFL08,NA,61.9,117,72,25,24.6,13.7,12.4,37,81.2,44.2,179,79,455,2,5/13/2008,134,4/18/2008,109,,,,,,4,4,2,,R1?,KO,,1,1,1,,,,,0,,,,,,,,,,KO PAFL08,,78,,7.69,,61.9,,F,,,,,,,,0,-733150,1,,5184,1065-28838,,,,,0,,WA-FS,5/13/2008,,,,,,,0.68,,,,,0.12,,,,3,suburban,,,F,,,13689,0,0,0,2,41,nestling KO PAFL08,,,,
4297,2008,Iowa,AMCR,nestling,ML PIHY08,2,PIHY,PIHY08,NA,14.7,,,2,6.9,7.1,6.9,11.3,30.7,19.4,,,36,1,5/5/2008,126,5/3/2008,124,,,,,,2,1,2,corrected weight,R2,ML,,,,1,,,,,0,,,,,,,,,,,,51,,3.3,,14.7,,F,,,,,,,,0,-733165,1,,,1065-28876,,,,,0,,,5/5/2008,,,,,,,,,,15,,0.22,,,,4,suburban,,,F,,,,0,0,0,2,,nestling ML PIHY08,,,,
4298,2008,Iowa,AMCR,nestling,ML PIHY08,25,PIHY,PIHY08,NA,60,107,71,25,21.6,14.5,13.2,33.7,76.2,42.5,167,63,440,2,5/28/2008,149,5/3/2008,124,,,,,,2,1,2,bleeder; no fault bars,R2,ML,,1,1,1,,,,,0,,,,,,,,,,,,109,,7.61,,60,,F,,,,,,,,0,-733165,1,,5041,1065-28867,,,,,0,,YL-YS,5/28/2008,,,,,,,0.59,,,,,0.13,,,,4,suburban,,,F,,,11449,0,0,0,2,32,nestling ML PIHY08,,,,
4299,2008,Iowa,AMCR,nestling,LO VIST08,25,VIST,VIST08,NA,65.2,110,62,26.16,23.8,12.7,14.6,35.5,80.2,44.7,173,67,430,2,5/6/2008,127,4/11/2008,102,,,,,,4,4,2,no spots,Yellow,LO,,1,1,2,,,,,0,,,,,,,,,,LO VIST08,,52,,7.55,,65.2,,M,,,,,,,,0,-733143,1,,3844,1065-28813,,,,,1.16,,WR-WS,5/6/2008,,,,,,,0.61,,,,,0.12,,,,3,suburban,,,F,,,12100,0,0,0,2,37,nestling LO VIST08,,,,
4300,2008,Iowa,AMCR,nestling,MN VIST08,25,VIST,VIST08,NA,60.1,114,62,26.28,22.2,12.9,13,32.9,76.9,44,168,75,395,2,5/6/2008,127,4/11/2008,102,,,,1/27/2009,,4,4,2,no spots; Shot by Chris Cole (hunter w/ Storm Lake PD),White,MN,,1,1,2,,,,,0,,,,,,,,,,MN VIST08,,53,,7.34,,60.1,,F,,,,,,,,0,-733143,1,,3844,1065-28814,,,,,1.28,291,WR-BS,5/6/2008,,,,,,,0.66,,,,,0.12,,,,3,suburban,,,F,,,12996,0,0,0,2,41,nestling MN VIST08,,,,
4301,2008,Iowa,AMCR,nestling,NM VIST08,25,VIST,VIST08,NA,61.9,113,41,25.68,22.3,12.6,11.5,33.5,79.3,45.8,176,76,395,2,5/6/2008,127,4/11/2008,102,,,,,,4,4,2,no spots,Red,NM,,1,1,2,,,,,0,,,,,,,,,,NM VIST08,,54,,7.34,,61.9,,F,,,,,,,,0,-733143,1,,1681,1065-28815,,,,,0.68,,WR-YS,5/6/2008,,,,,,,0.67,,,,,0.12,,,,3,suburban,,,F,,,12769,0,0,0,2,43,nestling NM VIST08,,,,
4302,2008,Iowa,AMCR,nestling,OL VIST08,25,VIST,VIST08,NA,61.9,106,62,26.04,23.2,13.6,12.6,32.5,77.1,44.6,167,61,390,2,5/6/2008,127,4/11/2008,102,,,,1/17/2009,,4,4,2,"no spots; Found dead by Todd Eskine, 120 Mallard Dr., Storm Lake, IA, 50588",Blue,OL,,1,1,2,,,,,0,,,,,,,,,,OL VIST08,,55,,7.31,,61.9,,F,,,,,,,,0,-733143,1,,3844,1065-28816,,,,,1.04,281,WR-OS,5/6/2008,,,,,,,0.58,,,,,0.12,,,,3,suburban,,,F,,,11236,0,0,0,2,35,nestling OL VIST08,,,,
4303,2008,Iowa,AMCR,nestling,HS WALL08,29,WALL,WALL08,NA,58.3,120,71,26.79,24,13.1,12.5,36.4,79.3,42.9,184,82,415,2,5/5/2008,126,4/6/2008,97,,,,,,4,4,2,,R3,HS,,1,1,2,,,,,0,,,,,,,,,,HS WALL08,,47,,7.46,,58.3,,F,,,,,,,,0,-733138,1,,5041,1065-28809,,,,,-2.21,,BY-OS,5/5/2008,,,,,,,0.68,,,,,0.13,,,,4,suburban,,,F,,,14400,0,0,0,2,43,nestling HS WALL08,,,,
4304,2008,Iowa,AMCR,nestling,IR WALL08,29,WALL,WALL08,NA,60.8,129,71,27.1,24.9,13.2,12.2,37.2,79.6,42.4,183,84,420,2,5/5/2008,126,4/6/2008,97,,,,,,4,4,2,R4 unpigmented,L3,IR,,1,1,2,,,,,0,,,,,,,,,,IR WALL08,,48,,7.49,,60.8,,F,,,,,,,,0,-733138,1,,5041,1065-28810,,,,,-1.9,,BY-PS,5/5/2008,,,,,,,0.65,,,,,0.12,,,,4,suburban,,,F,,,16641,0,0,0,2,47,nestling IR WALL08,,,,
4305,2008,Iowa,AMCR,nestling,JQ WALL08,29,WALL,WALL08,NA,58.6,118,71,26.72,24.8,12.6,12.5,36.3,79.1,42.8,179,78,400,2,5/5/2008,126,4/6/2008,97,,,,,,4,4,2,vocal,,JQ,,1,0,2,,,,,0,,,,,,,,,,JQ WALL08,,49,,7.37,,58.6,,F,,,,,,,,0,-733138,1,,5041,1065-28811,,,,,-2.28,,BY-RS,5/5/2008,,,,,,,0.66,,,,,0.13,,,,4,suburban,,,F,,,13924,0,0,0,2,46,nestling JQ WALL08,,,,
4306,2008,Iowa,AMCR,nestling,KP WALL08,29,WALL,WALL08,NA,59.4,132,83,27.7,25.8,13.6,12.6,36.1,81.2,45.1,190,92,420,2,5/5/2008,126,4/6/2008,97,,,,,,4,4,2,,,KP,,1,0,2,,,,,0,,,,,,,,,,KP WALL08,,50,,7.49,,59.4,,F,,,,,,,,0,-733138,1,,6889,1065-28812,,,,,-1.3,,BY-AS,5/5/2008,,,,,,,0.7,,,,,0.13,,,,4,suburban,,,F,,,17424,0,0,0,2,54,nestling KP WALL08,,,,
4307,2008,Iowa,AMCR,nestling,YB WIGE08,23,WIGE,WIGE08,NA,61.7,117,66,23,22.6,12.8,11.8,34.6,77.2,42.6,176,73,425,2,5/11/2008,132,4/18/2008,109,,,,,,5,4,2,,R1,YB,,1,1,1,,,,,0,,,,,,,,,,YB WIGE08,,66,,7.52,,61.7,,F,,,,,,,,0,-733150,1,,4356,1065-28826,,,,,0,,PO-OS,5/11/2008,,,,,,,0.62,,,,,0.12,,,,3,suburban,,,F,,,13689,0,0,0,2,38,nestling YB WIGE08,,,,
4308,2008,Iowa,AMCR,nestling,ZA WIGE08,22.5,WIGE,WIGE08,NA,63.8,96,60,22.5,21.9,12.8,12.9,33,75.6,42.6,161,55,440,2,5/11/2008,132,4/18/2008,109,,,,1/27/2009,,5,4,2,; Shot by Chris Cole (hunter w/ Storm Lake PD),L1,ZA,,1,1,1,,,,,0,,,,,,,,,,ZA WIGE08,,67,,7.61,,63.8,,F,,,,,,,,0,-733150,1,,3600,1065-28827,,,,,0,284,PO-PS,5/11/2008,,,,,,,0.57,,,,,0.12,,,,3,suburban,,,F,,,9216,0,0,0,2,36,nestling ZA WIGE08,,,,
4309,2008,Iowa,AMCR,nestling,AY WIGE08,21,WIGE,WIGE08,NA,59.8,85,43,21,21.5,12.9,12.5,33.2,74.3,41.1,145,33,430,2,5/11/2008,132,4/20/2008,111,,,,,,5,4,2,no blood spots,L2,AY,,1,1,1,,,,,0,,,,,,,,,,AY WIGE08,,68,,7.55,,59.8,,F,,,,,,,,0,-733152,1,,1849,1065-28828,,,,,0,,PO-RS,5/11/2008,,,,,,,0.39,,,,,0.13,,,,3,suburban,,,F,,,7225,0,0,0,2,24,nestling AY WIGE08,,,,
4310,2008,Iowa,AMCR,nestling,BX WIGE08,23,WIGE,WIGE08,NA,61.3,115,72,23,22.5,13.3,12.3,36.2,77.4,41.2,175,68,435,2,5/11/2008,132,4/18/2008,109,,,,1/27/2009,,5,4,2,; Shot by Chris Cole (hunter w/ Storm Lake PD),R3,BX,,1,1,1,,,,,0,,,,,,,,,,BX WIGE08,,69,,7.58,,61.3,,F,,,,,,,,0,-733150,1,,5184,1065-28829,,,,,0,284,PO-AS,5/11/2008,,,,,,,0.59,,,,,0.12,,,,3,suburban,,,F,,,13225,0,0,0,2,41,nestling BX WIGE08,,,,
3950,2009,Ithaca,AMCR,nestling,SYWB BAR209,20,BAR,BAR209,NA,56.6,69,25,20,19.6,11.8,11.6,30.6,68.3,37.7,117,23,285,,6/11/2009,162,5/22/2009,142,,,,,,,,2,"fell on ground 10 June, spent night in wildlife clinic. No bloodspots but small pink spots/pricks scattered on abdomen-probably from fall.. 2 strong  hungerbars:",,S-YWB,,,2,2,,,,1,0,0,,,,,,,,,,,123,,6.58,,56.6,,,,,,,,,,0,-733549,,,625,1055-11646,,,,,0,,S-YWB,,,,,,,,0.33,,,,,0.12,,,,,,2,,,,,4761,0,0,0,2,,nestling S-YWB BAR209,,,,
3949,2009,Ithaca,AMCR,nestling,SBWB BAR209,20,BAR,BAR209,NA,54,73,24,20,19.2,11.9,11.5,30,68.5,38.5,116,27,310,,6/11/2009,162,5/22/2009,142,,,,,,,,2,"one blood spot on belly;  1 light, 1 strong hungerbars",,S-BWB,,1,1,2,,,,2,0,0,,,,,,,,,,,122,,6.77,,54,,,,,,,,,,0,-733549,,,576,1055-11645,,,,,0,,S-BWB,,,,,,,,0.37,,,,,0.13,,,,,,2,,,,,5329,0,0,0,2,,nestling S-BWB BAR209,,,,
3947,2009,Ithaca,AMCR,nestling,SWWB BAR209,19,BAR,BAR209,NA,53.1,61,20,19,18.3,10.6,11.2,29.7,65.9,36.2,107,20,270,,6/11/2009,162,5/23/2009,143,,,,,,,,2,no blood spots on belly; 1 light hungerbar; very little feather for hungarbars to show,,S-WWB,,1,1,2,,,,3,0,0,,,,,,,,,,,121,,6.46,,53.1,,,,,,,,,,0,-733550,,,400,1055-11644,,,,,0,,S-WWB,,,,,,,,0.33,,,,,0.12,,,,,,2,,,,,3721,0,0,0,2,,nestling S-WWB BAR209,,,,
